"country","iso3c","genus_cat","Exports","Imports","Reexports","perc_imp_reexport","perc_exports_reexport"
"Iceland","ISL","Crustaceans",8660,13894,0,0,0
"Iceland","ISL","Demersal Fish",328234,3460,0,0,0
"Iceland","ISL","Freshwater Fish",15789,308,0,0,0
"Iceland","ISL","Marine Fish; Other",98325,75855,0,0,0
"Iceland","ISL","Moluscs; Other",242,63,0,0,0
"Iceland","ISL","Pelagic Fish",295161,33957,0,0,0
"India","IND","Aquatic Animals; Others",522,86,0,0,0
"India","IND","Cephalopods",186418,523,0,0,0
"India","IND","Crustaceans",590103,2663,0,0,0
"India","IND","Demersal Fish",202456,1221,0,0,0
"India","IND","Freshwater Fish",25501,26060,0,0,0
"India","IND","Marine Fish; Other",143179,4983,0,0,0
"India","IND","Moluscs; Other",7096,2025,0,0,0
"India","IND","Pelagic Fish",257333,9111,0,0,0
"Indonesia","IDN","Aquatic Animals; Others",9252,239,0,0,0
"Indonesia","IDN","Cephalopods",120365,2911,0,0,0
"Indonesia","IDN","Crustaceans",215128,24766,0,0,0
"Indonesia","IDN","Demersal Fish",44440,1090,0,0,0
"Indonesia","IDN","Freshwater Fish",130883,8793,0,0,0
"Indonesia","IDN","Marine Fish; Other",139109,29545,0,0,0
"Indonesia","IDN","Moluscs; Other",13699,2719,0,0,0
"Indonesia","IDN","Pelagic Fish",261299,225355,0,0,0
"Iran (Islamic Rep. of)","IRN","Cephalopods",2275,NA,0,NA,0
"Iran (Islamic Rep. of)","IRN","Crustaceans",24946,7,0,0,0
"Iran (Islamic Rep. of)","IRN","Demersal Fish",29408,3946,0,0,0
"Iran (Islamic Rep. of)","IRN","Freshwater Fish",13167,29332,0,0,0
"Iran (Islamic Rep. of)","IRN","Marine Fish; Other",38928,413,0,0,0
"Iran (Islamic Rep. of)","IRN","Moluscs; Other",2780,NA,0,NA,0
"Iran (Islamic Rep. of)","IRN","Pelagic Fish",2710,36523,0,0,0
"Iraq","IRQ","Freshwater Fish",54,20512,0,0,0
"Iraq","IRQ","Marine Fish; Other",100,3788.22,0,0,0
"Ireland","IRL","Aquatic Animals; Others",65,497,0,0,0
"Ireland","IRL","Cephalopods",1788,466,0,0,0
"Ireland","IRL","Crustaceans",18532,7226,0,0,0
"Ireland","IRL","Demersal Fish",65833,26382,0,0,0
"Ireland","IRL","Freshwater Fish",14765,12630,0,0,0
"Ireland","IRL","Marine Fish; Other",7484,31628,0,0,0
"Ireland","IRL","Moluscs; Other",24766,1300,0,0,0
"Ireland","IRL","Pelagic Fish",130904,42907,0,0,0
"Israel","ISR","Crustaceans",7,2494,0,0,0
"Israel","ISR","Freshwater Fish",23,83247,0,0,0
"Israel","ISR","Marine Fish; Other",1281,7958,0,0,0
"Israel","ISR","Pelagic Fish",46,35667,0,0,0
"Italy","ITA","Aquatic Animals; Others",2803,6531,0,0,0
"Italy","ITA","Cephalopods",9730,207394,0,0,0
"Italy","ITA","Crustaceans",4289,96173,0,0,0
"Italy","ITA","Demersal Fish",12904,331039,0,0,0
"Italy","ITA","Freshwater Fish",14825,132544,0,0,0
"Italy","ITA","Marine Fish; Other",37835,109314,0,0,0
"Italy","ITA","Moluscs; Other",24684,84098,0,0,0
"Italy","ITA","Pelagic Fish",53979,313640,0,0,0
"Jamaica","JAM","Moluscs; Other",477,375,0,0,0
"Japan","JPN","Aquatic Animals; Others",35446,26363,0,0,0
"Japan","JPN","Cephalopods",5925,229577,0,0,0
"Japan","JPN","Crustaceans",3353,286653,0,0,0
"Japan","JPN","Demersal Fish",32793,352328,0,0,0
"Japan","JPN","Freshwater Fish",12793,426964,0,0,0
"Japan","JPN","Marine Fish; Other",73866,531795,0,0,0
"Japan","JPN","Moluscs; Other",54305,109799,0,0,0
"Japan","JPN","Pelagic Fish",385547,724391,0,0,0
"Kazakhstan","KAZ","Aquatic Animals; Others",1,63,0,0,0
"Kazakhstan","KAZ","Crustaceans",232,787,0,0,0
"Kazakhstan","KAZ","Demersal Fish",384,2869,0,0,0
"Kazakhstan","KAZ","Freshwater Fish",25765,9790,0,0,0
"Kazakhstan","KAZ","Marine Fish; Other",3924,7380,0,0,0
"Kazakhstan","KAZ","Moluscs; Other",475,194,0,0,0
"Kazakhstan","KAZ","Pelagic Fish",1411,24702,0,0,0
"Kenya","KEN","Aquatic Animals; Others",356,NA,0,NA,0
"Kenya","KEN","Cephalopods",917,7,0,0,0
"Kenya","KEN","Crustaceans",399,71,0,0,0
"Kenya","KEN","Demersal Fish",12,34,0,0,0
"Kenya","KEN","Freshwater Fish",2772,2667,0,0,0
"Kenya","KEN","Moluscs; Other",47,11,0,0,0
"Kiribati","KIR","Marine Fish; Other",21,49,0,0,0
"Kiribati","KIR","Pelagic Fish",99975,849,0,0,0
"Korea, Dem. People's Rep","PRK","Aquatic Animals; Others",628,8,0,0,0
"Korea, Dem. People's Rep","PRK","Cephalopods",81491,19310,0,0,0
"Korea, Dem. People's Rep","PRK","Crustaceans",7247,41,0,0,0
"Korea, Dem. People's Rep","PRK","Demersal Fish",163,51633,0,0,0
"Korea, Dem. People's Rep","PRK","Freshwater Fish",60,NA,0,NA,0
"Korea, Dem. People's Rep","PRK","Marine Fish; Other",8589,3170,0,0,0
"Korea, Dem. People's Rep","PRK","Moluscs; Other",3212,51,0,0,0
"Korea, Dem. People's Rep","PRK","Pelagic Fish",902,28245,0,0,0
"Korea, Republic of","KOR","Aquatic Animals; Others",1861,12565,0,0,0
"Korea, Republic of","KOR","Cephalopods",23526,187218,0,0,0
"Korea, Republic of","KOR","Crustaceans",38352,141149,0,0,0
"Korea, Republic of","KOR","Demersal Fish",50035,578497,0,0,0
"Korea, Republic of","KOR","Freshwater Fish",2528,44269,0,0,0
"Korea, Republic of","KOR","Marine Fish; Other",62604,243417,0,0,0
"Korea, Republic of","KOR","Moluscs; Other",31696,108787,0,0,0
"Korea, Republic of","KOR","Pelagic Fish",264054,190620,0,0,0
"Kuwait","KWT","Crustaceans",132,5979,0,0,0
"Kuwait","KWT","Marine Fish; Other",51,5654,0,0,0
"Kuwait","KWT","Moluscs; Other",9,199,0,0,0
"Kuwait","KWT","Pelagic Fish",120,14720,0,0,0
"Kyrgyzstan","KGZ","Freshwater Fish",1819,1017,0,0,0
"Kyrgyzstan","KGZ","Marine Fish; Other",320,1185,0,0,0
"Lao People's Dem. Rep.","LAO","Cephalopods",5,21,0,0,0
"Lao People's Dem. Rep.","LAO","Freshwater Fish",2,32,0,0,0
"Lao People's Dem. Rep.","LAO","Marine Fish; Other",3,4283,0,0,0
"Latvia","LVA","Aquatic Animals; Others",4,14,0,0,0
"Latvia","LVA","Cephalopods",135,314,0,0,0
"Latvia","LVA","Crustaceans",536,1360,0,0,0
"Latvia","LVA","Demersal Fish",10771,11505,0,0,0
"Latvia","LVA","Freshwater Fish",10987,13860,0,0,0
"Latvia","LVA","Marine Fish; Other",12618,21777,0,0,0
"Latvia","LVA","Moluscs; Other",136,369,0,0,0
"Latvia","LVA","Pelagic Fish",89051,29717,0,0,0
"Lebanon","LBN","Crustaceans",12,2624,0,0,0
"Lebanon","LBN","Freshwater Fish",136,7058,0,0,0
"Lebanon","LBN","Marine Fish; Other",11,9992,0,0,0
"Lebanon","LBN","Pelagic Fish",182,11355,0,0,0
"Lesotho","LSO","Aquatic Animals; Others",18,16,0,0,0
"Lesotho","LSO","Crustaceans",15,7,0,0,0
"Lesotho","LSO","Demersal Fish",34,242,0,0,0
"Lesotho","LSO","Freshwater Fish",626,466,0,0,0
"Lesotho","LSO","Marine Fish; Other",110,1178,0,0,0
"Lesotho","LSO","Pelagic Fish",11,1216,0,0,0
"Liberia","LBR","Crustaceans",16,6,0,0,0
"Liberia","LBR","Demersal Fish",102,1668,0,0,0
"Liberia","LBR","Freshwater Fish",25,161,0,0,0
"Liberia","LBR","Marine Fish; Other",8.42,1317,0,0,0
"Liberia","LBR","Pelagic Fish",1,3275,0,0,0
"Libya","LBY","Cephalopods",3,298,0,0,0
"Libya","LBY","Demersal Fish",129,1470,0,0,0
"Libya","LBY","Marine Fish; Other",2153,4136,0,0,0
"Libya","LBY","Pelagic Fish",3655,30953,0,0,0
"Lithuania","LTU","Aquatic Animals; Others",201,396,0,0,0
"Lithuania","LTU","Cephalopods",242,790,0,0,0
"Lithuania","LTU","Crustaceans",691,1586,0,0,0
"Lithuania","LTU","Demersal Fish",73088,38900,0,0,0
"Lithuania","LTU","Freshwater Fish",34484,53022,0,0,0
"Lithuania","LTU","Marine Fish; Other",14402,29637,0,0,0
"Lithuania","LTU","Moluscs; Other",103,399,0,0,0
"Lithuania","LTU","Pelagic Fish",27296,41811,0,0,0
"Luxembourg","LUX","Aquatic Animals; Others",17,65,0,0,0
"Luxembourg","LUX","Cephalopods",20,529,0,0,0
"Luxembourg","LUX","Crustaceans",184,1693,0,0,0
"Luxembourg","LUX","Demersal Fish",291,4064,0,0,0
"Luxembourg","LUX","Freshwater Fish",480,4125,0,0,0
"Luxembourg","LUX","Marine Fish; Other",232,875,0,0,0
"Luxembourg","LUX","Moluscs; Other",149,1345,0,0,0
"Luxembourg","LUX","Pelagic Fish",98,1917,0,0,0
"Madagascar","MDG","Aquatic Animals; Others",480,90,0,0,0
"Madagascar","MDG","Cephalopods",1205,1,0,0,0
"Madagascar","MDG","Crustaceans",12168,8,0,0,0
"Madagascar","MDG","Demersal Fish",407,3,0,0,0
"Madagascar","MDG","Freshwater Fish",72,16,0,0,0
"Madagascar","MDG","Moluscs; Other",140,54,0,0,0
"Malawi","MWI","Freshwater Fish",5,299,0,0,0
"Malawi","MWI","Marine Fish; Other",38,1570,0,0,0
"Malaysia","MYS","Aquatic Animals; Others",3064,2851,0,0,0
"Malaysia","MYS","Cephalopods",25199,23036,0,0,0
"Malaysia","MYS","Crustaceans",56110,43664,0,0,0
"Malaysia","MYS","Demersal Fish",6098,30575,0,0,0
"Malaysia","MYS","Freshwater Fish",12768,35592,0,0,0
"Malaysia","MYS","Marine Fish; Other",92715,182897,0,0,0
"Malaysia","MYS","Moluscs; Other",9293,12906,0,0,0
"Malaysia","MYS","Pelagic Fish",34928,112112,0,0,0
"Maldives","MDV","Aquatic Animals; Others",99,13,0,0,0
"Maldives","MDV","Demersal Fish",741,43,0,0,0
"Maldives","MDV","Marine Fish; Other",881,406,0,0,0
"Maldives","MDV","Pelagic Fish",77587,1472,0,0,0
"Mali","MLI","Freshwater Fish",47,8886,0,0,0
"Mali","MLI","Marine Fish; Other",1917,20037,0,0,0
"Mali","MLI","Pelagic Fish",21,4539,0,0,0
"Malta","MLT","Demersal Fish",2244,2701,0,0,0
"Malta","MLT","Marine Fish; Other",4554,5044.5,0,0,0
"Malta","MLT","Pelagic Fish",8567,60180,0,0,0
"Marshall Islands","MHL","Aquatic Animals; Others",4,NA,0,NA,0
"Marshall Islands","MHL","Crustaceans",7,9,0,0,0
"Marshall Islands","MHL","Demersal Fish",133,1,0,0,0
"Marshall Islands","MHL","Marine Fish; Other",646,1497,0,0,0
"Marshall Islands","MHL","Moluscs; Other",17,1,0,0,0
"Marshall Islands","MHL","Pelagic Fish",46161,1108,0,0,0
"Mauritania","MRT","Cephalopods",47729,NA,0,NA,0
"Mauritania","MRT","Crustaceans",2101,232,0,0,0
"Mauritania","MRT","Demersal Fish",23974,NA,0,NA,0
"Mauritania","MRT","Marine Fish; Other",316563,9,0,0,0
"Mauritania","MRT","Moluscs; Other",428,NA,0,NA,0
"Mauritania","MRT","Pelagic Fish",259455,3670,0,0,0
"Mauritius","MUS","Cephalopods",53,1423,0,0,0
"Mauritius","MUS","Demersal Fish",4345,3107,0,0,0
"Mauritius","MUS","Freshwater Fish",5,1217,0,0,0
"Mauritius","MUS","Marine Fish; Other",61276,62627,0,0,0
"Mauritius","MUS","Moluscs; Other",1,164,0,0,0
"Mauritius","MUS","Pelagic Fish",83845,118723,0,0,0
"Mexico","MEX","Aquatic Animals; Others",7134,216,0,0,0
"Mexico","MEX","Cephalopods",7301,13469,0,0,0
"Mexico","MEX","Crustaceans",45201,20708,0,0,0
"Mexico","MEX","Demersal Fish",8115,4505,0,0,0
"Mexico","MEX","Freshwater Fish",6175,259347,0,0,0
"Mexico","MEX","Marine Fish; Other",69040,17198,0,0,0
"Mexico","MEX","Moluscs; Other",7686,7714,0,0,0
"Mexico","MEX","Pelagic Fish",147705,100051,0,0,0
"Micronesia, Fed.States of","FSM","Aquatic Animals; Others",6,NA,0,NA,0
"Micronesia, Fed.States of","FSM","Marine Fish; Other",5,1377,0,0,0
"Micronesia, Fed.States of","FSM","Moluscs; Other",3,NA,0,NA,0
"Micronesia, Fed.States of","FSM","Pelagic Fish",49487,944,0,0,0
"Moldova, Republic of","MDA","Demersal Fish",3,7234,0,0,0
"Mongolia","MNG","Freshwater Fish",22,66,0,0,0
"Montenegro","MNE","Demersal Fish",7,1242,0,0,0
"Montenegro","MNE","Freshwater Fish",7,509,0,0,0
"Morocco","MAR","Aquatic Animals; Others",126,8,0,0,0
"Morocco","MAR","Cephalopods",94276,8594,0,0,0
"Morocco","MAR","Crustaceans",11115,22934,0,0,0
"Morocco","MAR","Demersal Fish",7369,2380,0,0,0
"Morocco","MAR","Freshwater Fish",4186,5039,0,0,0
"Morocco","MAR","Marine Fish; Other",58207,5343,0,0,0
"Morocco","MAR","Moluscs; Other",793,418,0,0,0
"Morocco","MAR","Pelagic Fish",540684,28143,0,0,0
"Mozambique","MOZ","Aquatic Animals; Others",164,NA,0,NA,0
"Mozambique","MOZ","Cephalopods",374,32,0,0,0
"Mozambique","MOZ","Crustaceans",3981,12,0,0,0
"Mozambique","MOZ","Demersal Fish",14,351,0,0,0
"Mozambique","MOZ","Freshwater Fish",164,81,0,0,0
"Mozambique","MOZ","Marine Fish; Other",4093,20342,0,0,0
"Mozambique","MOZ","Moluscs; Other",32,10,0,0,0
"Mozambique","MOZ","Pelagic Fish",1139,14879,0,0,0
"Myanmar","MMR","Aquatic Animals; Others",334,50,0,0,0
"Myanmar","MMR","Cephalopods",20961,12,0,0,0
"Myanmar","MMR","Crustaceans",55637,415,0,0,0
"Myanmar","MMR","Demersal Fish",492,11,0,0,0
"Myanmar","MMR","Freshwater Fish",84468,1795,0,0,0
"Myanmar","MMR","Marine Fish; Other",245876,592,0,0,0
"Myanmar","MMR","Moluscs; Other",12214,95,0,0,0
"Myanmar","MMR","Pelagic Fish",67998,2572,0,0,0
"Nepal","NPL","Marine Fish; Other",3,7220,0,0,0
"Nepal","NPL","Pelagic Fish",16,1400,0,0,0
"Netherlands","NLD","Aquatic Animals; Others",32693,1094,0,0,0
"Netherlands","NLD","Cephalopods",13155,16134,0,0,0
"Netherlands","NLD","Crustaceans",89232,89256,0,0,0
"Netherlands","NLD","Demersal Fish",666144,562716,0,0,0
"Netherlands","NLD","Freshwater Fish",118187,124457,0,0,0
"Netherlands","NLD","Marine Fish; Other",120388,93577,0,0,0
"Netherlands","NLD","Moluscs; Other",90387,49999,0,0,0
"Netherlands","NLD","Pelagic Fish",524902,364083,0,0,0
"New Caledonia","NCL","Aquatic Animals; Others",3,NA,0,NA,0
"New Caledonia","NCL","Crustaceans",840,74,0,0,0
"New Caledonia","NCL","Marine Fish; Other",38,675,0,0,0
"New Caledonia","NCL","Moluscs; Other",39,326,0,0,0
"New Caledonia","NCL","Pelagic Fish",356,1913,0,0,0
"New Zealand","NZL","Aquatic Animals; Others",289,90,0,0,0
"Nicaragua","NIC","Aquatic Animals; Others",757,24,0,0,0
"Nicaragua","NIC","Crustaceans",25855,315,0,0,0
"Nicaragua","NIC","Demersal Fish",3020,4,0,0,0
"Nicaragua","NIC","Freshwater Fish",7,1752,0,0,0
"Nicaragua","NIC","Marine Fish; Other",1237,422,0,0,0
"Nicaragua","NIC","Moluscs; Other",712,29,0,0,0
