"iso3c","year","genus_cat","common_name","scientific_name","production_sector","pred_consumption"
"COL",2019,"Pelagic Fish","Pacific bearded brotula","Brotula clarkae","Artisanal",0
"COL",2019,"Pelagic Fish","Pacific bearded brotula","Brotula clarkae","Industrial",0
"COL",2019,"Pelagic Fish","Jacks, pompanos","Carangidae","Artisanal",0
"COL",2019,"Pelagic Fish","Jacks, pompanos","Carangidae","Industrial",0
"COL",2019,"Pelagic Fish","Pacific crevalle jack","Caranx caninus","Artisanal",0
"COL",2019,"Pelagic Fish","Pacific crevalle jack","Caranx caninus","Industrial",0
"COL",2019,"Pelagic Fish","Requiem sharks","Carcharhinidae","Artisanal",0
"COL",2019,"Pelagic Fish","Requiem sharks","Carcharhinidae","Industrial",0
"COL",2019,"Pelagic Fish","Sharp-nosed sharks","Carcharhinus","Artisanal",0
"COL",2019,"Pelagic Fish","Sharp-nosed sharks","Carcharhinus","Industrial",0
"COL",2019,"Pelagic Fish","Silky shark","Carcharhinus falciformis","Artisanal",0
"COL",2019,"Pelagic Fish","Silky shark","Carcharhinus falciformis","Industrial",0
"COL",2019,"Pelagic Fish","Bull shark","Carcharhinus leucas","Artisanal",0
"COL",2019,"Pelagic Fish","Bull shark","Carcharhinus leucas","Industrial",0
"COL",2019,"Pelagic Fish","Blacktip shark","Carcharhinus limbatus","Artisanal",0
"COL",2019,"Pelagic Fish","Blacktip shark","Carcharhinus limbatus","Industrial",0
"COL",2019,"Pelagic Fish","Common snook","Centropomus undecimalis","Artisanal",0
"COL",2019,"Pelagic Fish","Common snook","Centropomus undecimalis","Industrial",0
"COL",2019,"Pelagic Fish","Pacific anchoveta","Cetengraulis mysticetus","Artisanal",0
"COL",2019,"Pelagic Fish","Pacific anchoveta","Cetengraulis mysticetus","Industrial",0
"COL",2019,"Pelagic Fish","Atlantic bumper","Chloroscombrus chrysurus","Artisanal",0
"COL",2019,"Pelagic Fish","Atlantic bumper","Chloroscombrus chrysurus","Industrial",0
"COL",2019,"Pelagic Fish","Herrings, sardines, menhadens","Clupeidae","Industrial",0
"COL",2019,"Pelagic Fish","Herrings, shads, anchovies","Clupeiformes","Artisanal",0
"COL",2019,"Pelagic Fish","Herrings, shads, anchovies","Clupeiformes","Industrial",0
"COL",2019,"Pelagic Fish","Dolphinfishes","Coryphaena","Industrial",0
"COL",2019,"Pelagic Fish","Common dolphinfish","Coryphaena hippurus","Artisanal",0
"COL",2019,"Pelagic Fish","Common dolphinfish","Coryphaena hippurus","Industrial",0
"COL",2019,"Pelagic Fish","Rainbow runner","Elagatis bipinnulata","Artisanal",0
"COL",2019,"Pelagic Fish","Rainbow runner","Elagatis bipinnulata","Industrial",0
"COL",2019,"Pelagic Fish","Sharks, rays, skates","Elasmobranchii","Artisanal",0
"COL",2019,"Pelagic Fish","Sharks, rays, skates","Elasmobranchii","Industrial",0
"COL",2019,"Pelagic Fish","Anchovies, round herrings","Engraulidae","Industrial",0
"COL",2019,"Pelagic Fish","Tiger shark","Galeocerdo cuvier","Artisanal",0
"COL",2019,"Pelagic Fish","Tiger shark","Galeocerdo cuvier","Industrial",0
"COL",2019,"Pelagic Fish","Mojarras, silverbellies","Gerreidae","Artisanal",0
"COL",2019,"Pelagic Fish","Mojarras, silverbellies","Gerreidae","Industrial",0
"COL",2019,"Pelagic Fish","Nurse shark","Ginglymostoma cirratum","Artisanal",0
"COL",2019,"Pelagic Fish","Nurse shark","Ginglymostoma cirratum","Industrial",0
"COL",2019,"Pelagic Fish","Halfbeaks","Hemiramphus","Artisanal",0
"COL",2019,"Pelagic Fish","Halfbeaks","Hemiramphus","Industrial",0
"COL",2019,"Pelagic Fish","Black marlin","Istiompax indica","Industrial",0
"COL",2019,"Pelagic Fish","Billfishes","Istiophoridae","Industrial",0
"COL",2019,"Pelagic Fish","Indo-Pacific sailfish","Istiophorus platypterus","Industrial",0
"COL",2019,"Pelagic Fish","Shortfin mako","Isurus oxyrinchus","Artisanal",0
"COL",2019,"Pelagic Fish","Shortfin mako","Isurus oxyrinchus","Industrial",0
"COL",2019,"Pelagic Fish","Longfin mako","Isurus paucus","Artisanal",0
"COL",2019,"Pelagic Fish","Longfin mako","Isurus paucus","Industrial",0
"COL",2019,"Pelagic Fish","Striped marlin","Kajikia audax","Industrial",0
"COL",2019,"Pelagic Fish","Skipjack tuna","Katsuwonus pelamis","Industrial",0
"COL",2019,"Pelagic Fish","Pacific tripletail","Lobotes pacificus","Artisanal",0
"COL",2019,"Pelagic Fish","Pacific tripletail","Lobotes pacificus","Industrial",0
"COL",2019,"Pelagic Fish","Pelagic fishes","Marine pelagic fishes not identified","Industrial",0
"COL",2019,"Pelagic Fish","Tarpon","Megalops atlanticus","Artisanal",0
"COL",2019,"Pelagic Fish","Tarpon","Megalops atlanticus","Industrial",0
"COL",2019,"Pelagic Fish","Flathead grey mullet","Mugil cephalus","Artisanal",0
"COL",2019,"Pelagic Fish","Flathead grey mullet","Mugil cephalus","Industrial",0
"COL",2019,"Pelagic Fish","Pacific thread herring","Opisthonema libertate","Artisanal",0
"COL",2019,"Pelagic Fish","Pacific thread herring","Opisthonema libertate","Industrial",0
"COL",2019,"Pelagic Fish","Atlantic thread herring","Opisthonema oglinum","Artisanal",0
"COL",2019,"Pelagic Fish","Atlantic thread herring","Opisthonema oglinum","Industrial",0
"COL",2019,"Pelagic Fish","Blue shark","Prionace glauca","Artisanal",0
"COL",2019,"Pelagic Fish","Blue shark","Prionace glauca","Industrial",0
"COL",2019,"Pelagic Fish","Caribbean sharpnose shark","Rhizoprionodon porosus","Artisanal",0
"COL",2019,"Pelagic Fish","Caribbean sharpnose shark","Rhizoprionodon porosus","Industrial",0
"COL",2019,"Pelagic Fish","Atlantic bonito","Sarda sarda","Artisanal",0
"COL",2019,"Pelagic Fish","Atlantic bonito","Sarda sarda","Industrial",0
"COL",2019,"Pelagic Fish","Serra Spanish mackerel","Scomberomorus brasiliensis","Artisanal",0
"COL",2019,"Pelagic Fish","Serra Spanish mackerel","Scomberomorus brasiliensis","Industrial",0
"COL",2019,"Pelagic Fish","Pacific sierra","Scomberomorus sierra","Artisanal",0
"COL",2019,"Pelagic Fish","Pacific sierra","Scomberomorus sierra","Industrial",0
"COL",2019,"Pelagic Fish","Mackerels, tunas, bonitos","Scombridae","Artisanal",0
"COL",2019,"Pelagic Fish","Mackerels, tunas, bonitos","Scombridae","Industrial",0
"COL",2019,"Pelagic Fish","Tunas, bonitos, billfishes","Scombroidei","Artisanal",0
"COL",2019,"Pelagic Fish","Tunas, bonitos, billfishes","Scombroidei","Industrial",0
"COL",2019,"Pelagic Fish","Bigeye scad","Selar crumenophthalmus","Artisanal",0
"COL",2019,"Pelagic Fish","Bigeye scad","Selar crumenophthalmus","Industrial",0
"COL",2019,"Pelagic Fish","Peruvian moonfish","Selene peruviana","Artisanal",0
"COL",2019,"Pelagic Fish","Peruvian moonfish","Selene peruviana","Industrial",0
"COL",2019,"Pelagic Fish","Amberjacks","Seriola","Artisanal",0
"COL",2019,"Pelagic Fish","Amberjacks","Seriola","Industrial",0
"COL",2019,"Pelagic Fish","Porgies, seabreams","Sparidae","Artisanal",0
"COL",2019,"Pelagic Fish","Porgies, seabreams","Sparidae","Industrial",0
"COL",2019,"Pelagic Fish","Barracudas, sennets","Sphyraena","Artisanal",0
"COL",2019,"Pelagic Fish","Barracudas, sennets","Sphyraena","Industrial",0
"COL",2019,"Pelagic Fish","Guachanche barracuda","Sphyraena guachancho","Artisanal",0
"COL",2019,"Pelagic Fish","Guachanche barracuda","Sphyraena guachancho","Industrial",0
"COL",2019,"Pelagic Fish","Hammerhead sharks","Sphyrna","Artisanal",0
"COL",2019,"Pelagic Fish","Hammerhead sharks","Sphyrna","Industrial",0
"COL",2019,"Pelagic Fish","Scalloped hammerhead","Sphyrna lewini","Artisanal",0
"COL",2019,"Pelagic Fish","Scalloped hammerhead","Sphyrna lewini","Industrial",0
"COL",2019,"Pelagic Fish","Scoophead","Sphyrna media","Artisanal",0
"COL",2019,"Pelagic Fish","Scoophead","Sphyrna media","Industrial",0
"COL",2019,"Pelagic Fish","Bonnethead","Sphyrna tiburo","Artisanal",0
"COL",2019,"Pelagic Fish","Bonnethead","Sphyrna tiburo","Industrial",0
"COL",2019,"Pelagic Fish","Albacore","Thunnus alalunga","Industrial",0
"COL",2019,"Pelagic Fish","Yellowfin tuna","Thunnus albacares","Industrial",0
"COL",2019,"Pelagic Fish","Bigeye tuna","Thunnus obesus","Industrial",0
"COL",2019,"Pelagic Fish","Houndsharks","Triakidae","Artisanal",0
"COL",2019,"Pelagic Fish","Houndsharks","Triakidae","Industrial",0
"COL",2019,"Pelagic Fish","Largehead hairtail","Trichiurus lepturus","Artisanal",0
"COL",2019,"Pelagic Fish","Largehead hairtail","Trichiurus lepturus","Industrial",0
"COL",2019,"Pelagic Fish","Swordfishes","Xiphiidae","Artisanal",0
"COL",2019,"Moluscs; Other","Pustulose ark","Anadara tuberculosa","Artisanal",10.7416625018351
"COL",2019,"Moluscs; Other","Pustulose ark","Anadara tuberculosa","Industrial",436.827608447653
"COL",2019,"Moluscs; Other","Clams","Bivalvia","Artisanal",0.0215016445237624
"COL",2019,"Moluscs; Other","Clams","Bivalvia","Industrial",0.00823783614534187
"COL",2019,"Moluscs; Other","Mangrove cupped oyster","Crassostrea rhizophorae","Artisanal",2.73070885451782
"COL",2019,"Moluscs; Other","Mangrove cupped oyster","Crassostrea rhizophorae","Industrial",1.04620519045842
"COL",2019,"Moluscs; Other","Sea snails","Gastropoda","Artisanal",0.017129940865404
"COL",2019,"Moluscs; Other","Sea snails","Gastropoda","Industrial",0.696617595193097
"COL",2019,"Moluscs; Other","Pink conch","Lobatus gigas","Artisanal",277.442886504947
"COL",2019,"Moluscs; Other","Pink conch","Lobatus gigas","Industrial",106.295545728728
"COL",2019,"Moluscs; Other","Clams, seasnails, squids, octopuses","Mollusca","Artisanal",13.2242846086112
"COL",2019,"Moluscs; Other","Clams, seasnails, squids, octopuses","Mollusca","Industrial",11.4495711865222
"COM",2019,"Crustaceans","Spiny lobsters","Panulirus","Artisanal",0
"COM",2019,"Demersal Fish","Rusty jobfish","Aphareus rutilans","Artisanal",54.6108222066058
"COM",2019,"Demersal Fish","Seabasses, hinds","Epinephelus","Artisanal",26.3302178496135
"COM",2019,"Demersal Fish","Brownspotted grouper","Epinephelus chlorostigma","Artisanal",24.3798313422347
"COM",2019,"Demersal Fish","Grunts, sweetlips, bonnetmouths","Haemulidae","Artisanal",31.6937807449051
"COM",2019,"Demersal Fish","Squirrel-, soldierfishes","Holocentridae","Artisanal",46.8092761770907
"COM",2019,"Demersal Fish","Emperors, scavengers","Lethrinidae","Artisanal",34.1317638791286
"COM",2019,"Demersal Fish","Sky emperor","Lethrinus mahsena","Artisanal",5.36356289529164
"COM",2019,"Demersal Fish","Smalltooth emperor","Lethrinus microdon","Artisanal",24.3798313422347
"COM",2019,"Demersal Fish","Spangled emperor","Lethrinus nebulosus","Artisanal",7.80154602951511
"COM",2019,"Demersal Fish","Snappers","Lutjanidae","Artisanal",113.122417427969
"COM",2019,"Demersal Fish","Mangrove red snapper","Lutjanus argentimaculatus","Artisanal",9.75193253689389
"COM",2019,"Demersal Fish","Parrotfishes","Scaridae","Artisanal",48.7596626844694
"COM",2019,"Demersal Fish","Blue-barred parrotfish","Scarus ghobban","Artisanal",8.7767392832045
"COM",2019,"Demersal Fish","Basses, groupers, hinds","Serranidae","Artisanal",51.6852424455376
"COM",2019,"Demersal Fish","Barracudas","Sphyraenidae","Artisanal",145.791391426564
"COM",2019,"Demersal Fish","Grunters, tigerperches","Terapontidae","Artisanal",48.7596626844694
"COM",2019,"Demersal Fish","Yellow-edged lyretail","Variola louti","Artisanal",11.7023190442727
"COM",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Artisanal",1367.432676
"COM",2019,"Pelagic Fish","Wahoo","Acanthocybium solandri","Artisanal",195.989640191292
"COM",2019,"Pelagic Fish","Bullet and frigate tunas","Auxis","Artisanal",0.751417309555789
"COM",2019,"Pelagic Fish","Jacks, pompanos","Carangidae","Artisanal",186.79495418451
"COM",2019,"Pelagic Fish","Sharks, rays, chimaeras","Chondrichthyes","Artisanal",59.3897786219689
"COM",2019,"Pelagic Fish","Common dolphinfish","Coryphaena hippurus","Artisanal",178.829790879008
"COM",2019,"Pelagic Fish","Rainbow runner","Elagatis bipinnulata","Artisanal",47.6923287279601
"COM",2019,"Pelagic Fish","Kawakawa","Euthynnus affinis","Artisanal",11.9036480111105
"COM",2019,"Pelagic Fish","Halfbeaks, garfishes","Hemiramphidae","Artisanal",64.7820798554791
"COM",2019,"Pelagic Fish","Black marlin","Istiompax indica","Artisanal",50.5482729332722
"COM",2019,"Pelagic Fish","Indo-Pacific sailfish","Istiophorus platypterus","Artisanal",332.965469489263
"COM",2019,"Pelagic Fish","Striped marlin","Kajikia audax","Artisanal",8.35094671950538
"COM",2019,"Pelagic Fish","Skipjack tuna","Katsuwonus pelamis","Artisanal",3544.21719117073
"COM",2019,"Pelagic Fish","Sardinellas","Sardinella","Artisanal",37.5179652659952
"COM",2019,"Pelagic Fish","Mackerels, tunas, bonitos","Scombridae","Artisanal",0.304893185735628
"COM",2019,"Pelagic Fish","Albacore","Thunnus alalunga","Artisanal",19.3496705096861
"COM",2019,"Pelagic Fish","Yellowfin tuna","Thunnus albacares","Artisanal",3763.42898603794
"COM",2019,"Pelagic Fish","Bigeye tuna","Thunnus obesus","Artisanal",1055.21549214178
"COM",2019,"Pelagic Fish","Longtail tuna","Thunnus tonggol","Artisanal",10.7936254025385
"COM",2019,"Pelagic Fish","Swordfish","Xiphias gladius","Artisanal",147.098490698671
"COG",2019,"Cephalopods","Squids, cuttlefishes, octopuses","Cephalopoda","Artisanal",0
"COG",2019,"Cephalopods","Squids, cuttlefishes, octopuses","Cephalopoda","Industrial",0
"COG",2019,"Cephalopods","Octopuses, pikas","Octopus","Industrial",0
"COG",2019,"Cephalopods","Common octopus","Octopus vulgaris","Artisanal",0
"COG",2019,"Cephalopods","Common octopus","Octopus vulgaris","Industrial",0
"COG",2019,"Cephalopods","Sepia cuttlefishes","Sepia","Industrial",0
"COG",2019,"Crustaceans","Southern pink shrimp","Farfantepenaeus notialis","Artisanal",180.898605828047
"COG",2019,"Crustaceans","Guinea shrimp","Parapenaeopsis atlantica","Artisanal",180.898605828047
"COG",2019,"Crustaceans","Scarlet shrimp","Aristaeopsis edwardsiana","Industrial",60.5744905191755
"COG",2019,"Crustaceans","Spiny lobsters","Palinuridae","Industrial",2.56554239097056
"COG",2019,"Crustaceans","Deepwater rose shrimp","Parapenaeus longirostris","Industrial",788.787604636759
"COG",2019,"Demersal Fish","Batoids, skates, rays, sawfishes","Batoidea","Artisanal",119.961637294373
"COG",2019,"Demersal Fish","Bigeye grunt","Brachydeuterus auritus","Artisanal",234.997917875699
"COG",2019,"Demersal Fish","Crevalle jack","Caranx hippos","Artisanal",339.891305667391
"COG",2019,"Demersal Fish","Conger, garden eels","Congridae","Artisanal",239.923274588747
"COG",2019,"Demersal Fish","Tonguesoles","Cynoglossus","Artisanal",281.158183017696
"COG",2019,"Demersal Fish","Seabasses, hinds","Epinephelus","Artisanal",234.99789548286
"COG",2019,"Demersal Fish","Lesser African threadfin","Galeoides decadactylus","Artisanal",281.158212908137
"COG",2019,"Demersal Fish","Snappers","Lutjanus","Artisanal",234.99789548286
"COG",2019,"Demersal Fish","Royal threadfin","Pentanemus quinquarius","Artisanal",234.997920274932
"COG",2019,"Demersal Fish","Threadfins","Polynemidae","Artisanal",419.865730530307
"COG",2019,"Demersal Fish","Grunters","Pomadasys","Artisanal",281.158193014499
"COG",2019,"Demersal Fish","African croakers","Pseudotolithus","Artisanal",281.158257593847
"COG",2019,"Demersal Fish","Brown ray","Raja miraletus","Artisanal",197.230373913249
"COG",2019,"Demersal Fish","Drums, croakers","Sciaenidae","Artisanal",1759.43734698414
"COG",2019,"Demersal Fish","Barracudas","Sphyraenidae","Artisanal",129.958440402238
"COG",2019,"Demersal Fish","Bigeye grunt","Brachydeuterus auritus","Artisanal",256.569735592888
"COG",2019,"Demersal Fish","Bigeye grunt","Brachydeuterus auritus","Industrial",521.142016704161
"COG",2019,"Demersal Fish","Jacks","Caranx","Artisanal",119.666246157933
"COG",2019,"Demersal Fish","Jacks","Caranx","Industrial",241.218346035974
"COG",2019,"Demersal Fish","Crevalle jack","Caranx hippos","Industrial",1.57340432075487
"COG",2019,"Demersal Fish","Tonguesoles","Cynoglossus","Industrial",28.3108405983071
"COG",2019,"Demersal Fish","Whiptail stingrays","Dasyatidae","Artisanal",131.931207728119
"COG",2019,"Demersal Fish","Whiptail stingrays","Dasyatidae","Industrial",265.941555964886
"COG",2019,"Demersal Fish","Seabasses, hinds","Epinephelus","Artisanal",39.115282677136
"COG",2019,"Demersal Fish","Seabasses, hinds","Epinephelus","Industrial",86.7520632251336
"COG",2019,"Demersal Fish","Lesser African threadfin","Galeoides decadactylus","Artisanal",189.609675347474
"COG",2019,"Demersal Fish","Lesser African threadfin","Galeoides decadactylus","Industrial",405.114214678913
"COG",2019,"Demersal Fish","Snappers","Lutjanidae","Artisanal",37.1263700043984
"COG",2019,"Demersal Fish","Snappers","Lutjanidae","Industrial",74.8378248036834
"COG",2019,"Demersal Fish","Snappers","Lutjanus","Industrial",3.39359292700588
"COG",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Artisanal",56.3525258941779
"COG",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Industrial",113.593126889534
"COG",2019,"Demersal Fish","Red pandora","Pagellus bellottii","Artisanal",77.5675944666918
"COG",2019,"Demersal Fish","Red pandora","Pagellus bellottii","Industrial",156.923197098664
"COG",2019,"Demersal Fish","Royal threadfin","Pentanemus quinquarius","Artisanal",138.229431210116
"COG",2019,"Demersal Fish","Royal threadfin","Pentanemus quinquarius","Industrial",291.080432457186
"COG",2019,"Demersal Fish","Giant African threadfin","Polydactylus quadrifilis","Artisanal",18.8946704459893
"COG",2019,"Demersal Fish","Giant African threadfin","Polydactylus quadrifilis","Industrial",84.9745560137376
"COG",2019,"Demersal Fish","Sompat grunt","Pomadasys jubelini","Artisanal",15.2483305343075
"COG",2019,"Demersal Fish","Sompat grunt","Pomadasys jubelini","Industrial",74.69867287528
"COG",2019,"Demersal Fish","Spottail spiny turbot","Psettodes belcheri","Industrial",0.804184430696906
"COG",2019,"Demersal Fish","African croakers","Pseudotolithus","Artisanal",344.413378847064
"COG",2019,"Demersal Fish","African croakers","Pseudotolithus","Industrial",1058.96833618299
"COG",2019,"Demersal Fish","Bobo croaker","Pseudotolithus elongatus","Industrial",226.363517930955
"COG",2019,"Demersal Fish","West African goatfish","Pseudupeneus prayensis","Industrial",7.66888920582068
"COG",2019,"Demersal Fish","Brown ray","Raja miraletus","Industrial",3.39359292700588
"COG",2019,"Demersal Fish","Skates and rays","Rajiformes","Industrial",0.163167855315374
"COG",2019,"Demersal Fish","African moonfish","Selene dorsalis","Artisanal",122.321444548196
"COG",2019,"Demersal Fish","African moonfish","Selene dorsalis","Industrial",246.57058693511
"COG",2019,"Demersal Fish","Canary drum","Umbrina canariensis","Artisanal",77.2361090229016
"COG",2019,"Demersal Fish","Canary drum","Umbrina canariensis","Industrial",155.972202771517
"COG",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Artisanal",1105.073051
"COG",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Artisanal",819.8987054
"COG",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Industrial",2688.3897841
"COG",2019,"Pelagic Fish","Sharp-nosed sharks","Carcharhinus","Artisanal",192.118347189348
"COG",2019,"Pelagic Fish","Toothed seabreams","Dentex","Artisanal",273.870813407923
"COG",2019,"Pelagic Fish","Sharks, rays, skates","Elasmobranchii","Artisanal",623.212422544986
"COG",2019,"Pelagic Fish","Bonga shad","Ethmalosa fimbriata","Artisanal",192.118366567359
"COG",2019,"Pelagic Fish","Sardinellas","Sardinella","Artisanal",228.67804391257
"COG",2019,"Pelagic Fish","Barracudas, sennets","Sphyraena","Artisanal",192.118347189348
"COG",2019,"Pelagic Fish","Cunene horse mackerel","Trachurus trecae","Artisanal",191.926231346012
"COG",2019,"Pelagic Fish","Largehead hairtail","Trichiurus lepturus","Artisanal",1879.37496173722
"COG",2019,"Pelagic Fish","Frigate tuna","Auxis thazard","Artisanal",30.8966796432318
"COG",2019,"Pelagic Fish","Frigate tuna","Auxis thazard","Industrial",49.9261814055711
"COG",2019,"Pelagic Fish","Bearded brotula","Brotula barbata","Artisanal",215.370040042773
"COG",2019,"Pelagic Fish","Bearded brotula","Brotula barbata","Industrial",436.062442937557
"COG",2019,"Pelagic Fish","Sharp-nosed sharks","Carcharhinus","Artisanal",103.325956203868
"COG",2019,"Pelagic Fish","Sharp-nosed sharks","Carcharhinus","Industrial",208.280255068625
"COG",2019,"Pelagic Fish","Atlantic bumper","Chloroscombrus chrysurus","Artisanal",79.3268236489277
"COG",2019,"Pelagic Fish","Atlantic bumper","Chloroscombrus chrysurus","Industrial",89.9092395193772
"COG",2019,"Pelagic Fish","Toothed seabreams","Dentex","Artisanal",224.411061239825
"COG",2019,"Pelagic Fish","Toothed seabreams","Dentex","Industrial",512.435748729895
"COG",2019,"Pelagic Fish","Pink dentex","Dentex gibbosus","Industrial",23.2504579385344
"COG",2019,"Pelagic Fish","African sicklefish","Drepane africana","Industrial",1.07851245332332
"COG",2019,"Pelagic Fish","Sharks, rays, skates","Elasmobranchii","Industrial",3.13336249639117
"COG",2019,"Pelagic Fish","Bonga shad","Ethmalosa fimbriata","Artisanal",585.283402513179
"COG",2019,"Pelagic Fish","Bonga shad","Ethmalosa fimbriata","Industrial",781.344589272351
"COG",2019,"Pelagic Fish","West African ilisha","Ilisha africana","Artisanal",58.7666376152941
"COG",2019,"Pelagic Fish","West African ilisha","Ilisha africana","Industrial",118.459395026461
"COG",2019,"Pelagic Fish","Tarpon","Megalops atlanticus","Industrial",0.0681165763683749
"COG",2019,"Pelagic Fish","Pandoras","Pagellus","Industrial",3.71235339162728
"COG",2019,"Pelagic Fish","Subtropical seabreams","Pagrus","Industrial",1.10121797877944
"COG",2019,"Pelagic Fish","Boe drum","Pteroscion peli","Artisanal",234.097869658281
"COG",2019,"Pelagic Fish","Boe drum","Pteroscion peli","Industrial",471.884952755961
"COG",2019,"Pelagic Fish","Atlantic bonito","Sarda sarda","Artisanal",36.4804169361311
"COG",2019,"Pelagic Fish","Atlantic bonito","Sarda sarda","Industrial",58.94898526607
"COG",2019,"Pelagic Fish","Sardinellas","Sardinella","Artisanal",231.52270548707
"COG",2019,"Pelagic Fish","Sardinellas","Sardinella","Industrial",233.481307656245
"COG",2019,"Pelagic Fish","Round sardinella","Sardinella aurita","Artisanal",5952.44213284348
"COG",2019,"Pelagic Fish","Round sardinella","Sardinella aurita","Industrial",6265.89926164047
"COG",2019,"Pelagic Fish","Madeiran sardinella","Sardinella maderensis","Artisanal",2131.54379755208
"COG",2019,"Pelagic Fish","Madeiran sardinella","Sardinella maderensis","Industrial",2831.33096856626
"COG",2019,"Pelagic Fish","Atlantic chub mackerel","Scomber colias","Artisanal",33.1301745564964
"COG",2019,"Pelagic Fish","Atlantic chub mackerel","Scomber colias","Industrial",53.5353029536657
"COG",2019,"Pelagic Fish","Mackerels, tunas, bonitos","Scombridae","Artisanal",32.3856762520749
"COG",2019,"Pelagic Fish","Mackerels, tunas, bonitos","Scombridae","Industrial",52.3322624376342
"COG",2019,"Pelagic Fish","Barracudas, sennets","Sphyraena","Artisanal",41.0074888903199
"COG",2019,"Pelagic Fish","Barracudas, sennets","Sphyraena","Industrial",98.2629252938797
"COG",2019,"Pelagic Fish","Hammerhead sharks","Sphyrna","Artisanal",172.4251894785
"COG",2019,"Pelagic Fish","Hammerhead sharks","Sphyrna","Industrial",347.567675582473
"COG",2019,"Pelagic Fish","Blue butterfish","Stromateus fiatola","Artisanal",46.5311440458219
"COG",2019,"Pelagic Fish","Blue butterfish","Stromateus fiatola","Industrial",75.1900322324957
"COG",2019,"Pelagic Fish","Atlantic horse mackerel","Trachurus trachurus","Industrial",182.460602574347
"COG",2019,"Pelagic Fish","Cunene horse mackerel","Trachurus trecae","Artisanal",130.31857072352
"COG",2019,"Pelagic Fish","Cunene horse mackerel","Trachurus trecae","Industrial",262.690868166271
"COG",2019,"Pelagic Fish","Largehead hairtail","Trichiurus lepturus","Artisanal",803.682203514496
"COG",2019,"Pelagic Fish","Largehead hairtail","Trichiurus lepturus","Industrial",1620.02985824723
"COK",2019,"Crustaceans","Lobsters, crabs, shrimps, krill","Malacostraca","Artisanal",0
"COK",2019,"Demersal Fish","Surgeons, tangs, unicornfishes","Acanthuridae","Artisanal",3.31129926718941
"COK",2019,"Demersal Fish","Squirrel-, soldierfishes","Holocentridae","Artisanal",1.56013138546995
"COK",2019,"Demersal Fish","Sea chubs, knifefishes, niblers","Kyphosidae","Artisanal",4.61671532489442
"COK",2019,"Demersal Fish","Wrasses, gropers, tuskfishes","Labridae","Artisanal",0.732306568956468
"COK",2019,"Demersal Fish","Emperors, scavengers","Lethrinidae","Artisanal",0.82782481651348
"COK",2019,"Demersal Fish","Snappers","Lutjanidae","Artisanal",3.72023676729288
"COK",2019,"Demersal Fish","Mullets, grey mullets","Mugilidae","Artisanal",1.9919534663146
"COK",2019,"Demersal Fish","Goatfishes","Mullidae","Artisanal",1.30541605713726
"COK",2019,"Demersal Fish","Parrotfishes","Scaridae","Artisanal",11.716905102168
"COK",2019,"Demersal Fish","Basses, groupers, hinds","Serranidae","Artisanal",11.1112187747184
"COK",2019,"Demersal Fish","Rabbitfishes","Siganidae","Artisanal",1.46461313734519
"COK",2019,"Marine fish; Other","Marine fishes nei","Marine fishes not identified","Artisanal",4.430363766
"COK",2019,"Pelagic Fish","Silky shark","Carcharhinus falciformis","Artisanal",0
"COK",2019,"Pelagic Fish","Skipjack tuna","Katsuwonus pelamis","Artisanal",0
"COK",2019,"Pelagic Fish","Yellowfin tuna","Thunnus albacares","Artisanal",0
"COK",2019,"Pelagic Fish","Bigeye tuna","Thunnus obesus","Artisanal",0
"COK",2019,"Moluscs; Other","Sea urchins, sea hedgehogs","Echinoidea","Artisanal",0
"COK",2019,"Moluscs; Other","Clams, seasnails, squids, octopuses","Mollusca","Artisanal",0
"COK",2019,"Moluscs; Other","Pacific asaphis","Asaphis violascens","aquaculture",0
"COK",2019,"Moluscs; Other","Giant clams nei","Tridacna spp","aquaculture",0
"COK",2019,"Moluscs; Other","Rough turban","Turbo setosus","aquaculture",0
"CRI",2019,"Cephalopods","Octopuses","Octopodidae","Artisanal",3.25289750981642
"CRI",2019,"Cephalopods","Squids","Teuthida","Industrial",2.33274648318358
"CRI",2019,"Crustaceans","Spiny lobsters","Panulirus","Industrial",0
"CRI",2019,"Demersal Fish","Mexican striped weakfish","Cynoscion reticulatus","Industrial",0
"CRI",2019,"Demersal Fish","Stolzmann's weakfish","Cynoscion stolzmanni","Industrial",0
"CRI",2019,"Demersal Fish","Peruvian mojarra","Diapterus peruvianus","Industrial",0
"CRI",2019,"Demersal Fish","Snappers","Lutjanidae","Artisanal",0
"CRI",2019,"Demersal Fish","Spotted rose snapper","Lutjanus guttatus","Industrial",0
"CRI",2019,"Demersal Fish","Blue bobo","Polydactylus approximans","Industrial",0
"CRI",2019,"Demersal Fish","Panama grunt","Pomadasys panamensis","Industrial",0
"CRI",2019,"Demersal Fish","Basses, groupers, hinds","Serranidae","Artisanal",0
"CRI",2019,"Demersal Fish","Silver stardrum","Stellifer illecebrosus","Industrial",0
"CRI",2019,"Demersal Fish","Spotted rose snapper","Lutjanus guttatus","aquaculture",0
