"species","nutrient","nutrient_units","value","ssd","count","se","lower_ci","upper_ci","taxa_match","genus_cat"
"paralomis granulosa","Vitamin A","mcg",7,3,4,1.5,0.726330542074439,10.2736694579256,"family","Crustaceans"
"pleoticus muelleri","Vitamin A","mcg",17.708335,3.83016408844974,2,2.708335,0,52.1209940041477,"family","Crustaceans"
"diplodus argenteus argenteus","Vitamin A","mcg",17,13.5736358336147,13,3.76464923019795,10.8744570349709,27.2793891188752,"family","Demersal Fish"
"macrodon ancylodon","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"menticirrhus americanus","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"parona signata","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"pogonias cromis","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"umbrina canosai","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"zearaja chilensis","Vitamin A","mcg",3,NA,1,NA,NA,NA,"family","Demersal Fish"
"acanthistius brasilianus","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Pelagic Fish"
"brevoortia aurea","Vitamin A","mcg",29,32.0330624895641,28,6.05367979136987,20.6285179242102,45.4707677900756,"family","Pelagic Fish"
"patagonotothen ramsayi","Vitamin A","mcg",1800,NA,1,NA,NA,NA,"family","Pelagic Fish"
"stromateus brasiliensis","Vitamin A","mcg",60,42.4264068711929,2,30,0,441.186142085241,"family","Pelagic Fish"
"aulacomya ater","Vitamin A","mcg",68,44.5910698429128,15,11.5133647260782,49.1507352690317,98.5381580643016,"family","Moluscs; Other"
"zygochlamys patagonica","Vitamin A","mcg",8.5,10.5144458450539,8,3.71741797872817,1.83470329419235,19.4152967058077,"family","Moluscs; Other"
"lutjanus purpureus","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"carcharhinus galapagensis","Vitamin A","mcg",9,NA,1,NA,NA,NA,"family","Demersal Fish"
"diplodus sargus helenae","Vitamin A","mcg",17,13.5736358336147,13,3.76464923019795,10.8744570349709,27.2793891188752,"family","Pelagic Fish"
"nototodarus gouldi","Vitamin A","mcg",7,6.57267069006199,6,2.68328157299975,0.102405128549212,13.8975948714508,"family","Cephalopods"
"charybdis","Vitamin A","mcg",58,53.1972994242998,17,12.9022402661175,21.9953107233258,76.6983657472624,"family","Crustaceans"
"charybdis feriatus","Vitamin A","mcg",58,53.1972994242998,17,12.9022402661175,21.9953107233258,76.6983657472624,"family","Crustaceans"
"haliporoides sibogae","Vitamin A","mcg",17.708335,3.83016408844974,2,2.708335,0,52.1209940041477,"family","Crustaceans"
"parapenaeopsis","Vitamin A","mcg",11,15.18343127774,42,2.34285431007449,7.26850973302941,16.7314902669706,"family","Crustaceans"
"sagmariasus verreauxi","Vitamin A","mcg",2.5,2.08166599946613,4,1.04083299973307,0,5.81239513441786,"family","Crustaceans"
"paralomis aculeata","Vitamin A","mcg",7,3,4,1.5,0.726330542074439,10.2736694579256,"family","Crustaceans"
"alectis indica","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"aphareus furca","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"argyrops spinifer","Vitamin A","mcg",17,13.5736358336147,13,3.76464923019795,10.8744570349709,27.2793891188752,"family","Demersal Fish"
"caprodon longimanus","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"carangoides","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"carangoides fulvoguttatus","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"caranx ignobilis","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"caranx melampygus","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"caranx papuensis","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"carcharhinus brevipinna","Vitamin A","mcg",9,NA,1,NA,NA,NA,"family","Demersal Fish"
"carcharhinus leucas","Vitamin A","mcg",9,NA,1,NA,NA,NA,"family","Demersal Fish"
"carcharhinus macloti","Vitamin A","mcg",9,NA,1,NA,NA,NA,"family","Demersal Fish"
"carcharhinus obscurus","Vitamin A","mcg",9,NA,1,NA,NA,NA,"family","Demersal Fish"
"cephalopholis","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"cephalopholis miniata","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"cromileptes altivelis","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"eleutheronema tetradactylum","Vitamin A","mcg",4.5,3.53553390593274,2,2.5,0,36.2655118404367,"family","Demersal Fish"
"etelis","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"gnathanodon speciosus","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"gymnocranius","Vitamin A","mcg",8,NA,1,NA,NA,NA,"family","Demersal Fish"
"gymnocranius euanus","Vitamin A","mcg",8,NA,1,NA,NA,NA,"family","Demersal Fish"
"gymnocranius grandoculis","Vitamin A","mcg",8,NA,1,NA,NA,NA,"family","Demersal Fish"
"lepidoperca pulchella","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"lutjanus argentimaculatus","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"lutjanus erythropterus","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"lutjanus johnii","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"lutjanus quinquelineatus","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"lutjanus russellii","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"macolor macularis","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"monotaxis grandoculis","Vitamin A","mcg",8,NA,1,NA,NA,NA,"family","Demersal Fish"
"paracaesio kusakarii","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"paracaesio xanthura","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"plectorhinchus","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Demersal Fish"
"plectorhinchus gibbosus","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Demersal Fish"
"plectropomus areolatus","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"plectropomus laevis","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"plectropomus leopardus","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"pomadasys kaakan","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Demersal Fish"
"pomadasys maculatus","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Demersal Fish"
"pristipomoides","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"pristipomoides multidens","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"pristipomoides sieboldii","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"pterygotrigla","Vitamin A","mcg",9,NA,1,NA,NA,NA,"family","Demersal Fish"
"pterygotrigla polyommata","Vitamin A","mcg",9,NA,1,NA,NA,NA,"family","Demersal Fish"
"rhabdosargus sarba","Vitamin A","mcg",17,13.5736358336147,13,3.76464923019795,10.8744570349709,27.2793891188752,"family","Demersal Fish"
"rhizoprionodon acutus","Vitamin A","mcg",9,NA,1,NA,NA,NA,"family","Demersal Fish"
"scomberoides commersonnianus","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"scomberoides lysan","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"triaenodon obesus","Vitamin A","mcg",9,NA,1,NA,NA,NA,"family","Demersal Fish"
"variola albimarginata","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"wattsia mossambica","Vitamin A","mcg",8,NA,1,NA,NA,NA,"family","Demersal Fish"
"gobionotothen acuta","Vitamin A","mcg",1800,NA,1,NA,NA,NA,"family","Demersal Fish"
"notothenia rossii","Vitamin A","mcg",1800,NA,1,NA,NA,NA,"family","Demersal Fish"
"amblygaster sirm","Vitamin A","mcg",29,32.0330624895641,28,6.05367979136987,20.6285179242102,45.4707677900756,"family","Pelagic Fish"
"atractoscion aequidens","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Pelagic Fish"
"carangoides chrysophrys","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Pelagic Fish"
"carangoides orthogrammus","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Pelagic Fish"
"carcharhinus tilstoni","Vitamin A","mcg",9,NA,1,NA,NA,NA,"family","Pelagic Fish"
"centroberyx affinis","Vitamin A","mcg",63,NA,1,NA,NA,NA,"family","Pelagic Fish"
"dussumieria elopsoides","Vitamin A","mcg",130,NA,1,NA,NA,NA,"family","Pelagic Fish"
"gephyroberyx darwinii","Vitamin A","mcg",21,NA,1,NA,NA,NA,"family","Pelagic Fish"
"helicolenus percoides","Vitamin A","mcg",12,23.5536824272204,17,5.7126070893932,8.51922572353233,32.7395978058794,"family","Pelagic Fish"
"hyperoglyphe antarctica","Vitamin A","mcg",97.5,3.53553390593274,2,2.5,65.7344881595633,129.265511840437,"family","Pelagic Fish"
"latris lineata","Vitamin A","mcg",12,NA,1,NA,NA,NA,"family","Pelagic Fish"
"myxus elongatus","Vitamin A","mcg",37,16.2978234012719,7,6.1599982330592,14.4984558919239,44.6444012509332,"family","Pelagic Fish"
"naucrates ductor","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Pelagic Fish"
"otolithes ruber","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Pelagic Fish"
"sarda","Vitamin A","mcg",34,159.838061716139,64,19.9797577145174,54.4465568012133,134.299276542537,"family","Pelagic Fish"
"sarda australis","Vitamin A","mcg",34,159.838061716139,64,19.9797577145174,54.4465568012133,134.299276542537,"family","Pelagic Fish"
"scomberoides","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Pelagic Fish"
"selaroides leptolepis","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Pelagic Fish"
"stolephorus indicus","Vitamin A","mcg",14.5,70.7910069618074,6,28.9003075723733,0,130.123939023179,"family","Pelagic Fish"
"lepidonotothen mizops","Vitamin A","mcg",1800,NA,1,NA,NA,NA,"family","Pelagic Fish"
"lepidonotothen squamifrons","Vitamin A","mcg",1800,NA,1,NA,NA,NA,"family","Pelagic Fish"
"stichopus","Vitamin A","mcg",0,NA,1,NA,NA,NA,"family","Moluscs; Other"
"trochus niloticus","Vitamin A","mcg",0,NA,1,NA,NA,NA,"family","Moluscs; Other"
"palinurus elephas","Vitamin A","mcg",2.5,2.08166599946613,4,1.04083299973307,0,5.81239513441786,"family","Crustaceans"
"plesionika edwardsii","Vitamin A","mcg",3,NA,1,NA,NA,NA,"family","Crustaceans"
"carcinus maenas","Vitamin A","mcg",58,53.1972994242998,17,12.9022402661175,21.9953107233258,76.6983657472624,"family","Crustaceans"
"anthias anthias","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"chelon labrosus","Vitamin A","mcg",37,16.2978234012719,7,6.1599982330592,14.4984558919239,44.6444012509332,"family","Demersal Fish"
"mycteroperca fusca","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"mycteroperca","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"dicologlossa cuneata","Vitamin A","mcg",5.5,0.577350269189626,4,0.288675134594813,4.58130688448146,6.41869311551854,"family","Demersal Fish"
"lepidorhombus","Vitamin A","mcg",6,4.78713553878169,4,2.39356776939085,0,13.3674009041441,"family","Demersal Fish"
"microchirus","Vitamin A","mcg",5.5,0.577350269189626,4,0.288675134594813,4.58130688448146,6.41869311551854,"family","Demersal Fish"
"microchirus variegatus","Vitamin A","mcg",5.5,0.577350269189626,4,0.288675134594813,4.58130688448146,6.41869311551854,"family","Demersal Fish"
"petromyzon marinus","Vitamin A","mcg",7850,494.974746830583,2,350,3402.82834233886,12297.1716576611,"family","Demersal Fish"
"raja miraletus","Vitamin A","mcg",3,NA,1,NA,NA,NA,"family","Demersal Fish"
"trigla","Vitamin A","mcg",9,NA,1,NA,NA,NA,"family","Demersal Fish"
"aphanopus carbo","Vitamin A","mcg",52,NA,1,NA,NA,NA,"family","Pelagic Fish"
"aphanopus intermedius","Vitamin A","mcg",52,NA,1,NA,NA,NA,"family","Pelagic Fish"
"diplodus puntazzo","Vitamin A","mcg",17,13.5736358336147,13,3.76464923019795,10.8744570349709,27.2793891188752,"family","Pelagic Fish"
"promethichthys prometheus","Vitamin A","mcg",93,53.7401153701776,2,38,0,575.835779974638,"family","Pelagic Fish"
"benthodesmus","Vitamin A","mcg",52,NA,1,NA,NA,NA,"family","Pelagic Fish"
"chelon auratus","Vitamin A","mcg",37,16.2978234012719,7,6.1599982330592,14.4984558919239,44.6444012509332,"family","Pelagic Fish"
"diplodus bellottii","Vitamin A","mcg",17,13.5736358336147,13,3.76464923019795,10.8744570349709,27.2793891188752,"family","Pelagic Fish"
"sphoeroides pachygaster","Vitamin A","mcg",5,2.82842712474619,2,2,0,30.4124094723494,"family","Pelagic Fish"
"trisopterus luscus","Vitamin A","mcg",3,49.5224629916345,63,6.23924387558403,1.2549133318667,26.1990549221016,"family","Pelagic Fish"
"cerastoderma edule","Vitamin A","mcg",0,0,2,0,0,0,"family","Moluscs; Other"
"dosinia","Vitamin A","mcg",44,40.017079686887,6,16.3369043715278,0.837983705356457,84.8286829613102,"family","Moluscs; Other"
"venerupis aurea","Vitamin A","mcg",44,40.017079686887,6,16.3369043715278,0.837983705356457,84.8286829613102,"family","Moluscs; Other"
"venerupis corrugata","Vitamin A","mcg",44,40.017079686887,6,16.3369043715278,0.837983705356457,84.8286829613102,"family","Moluscs; Other"
"carangoides bartholomaei","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"caranx crysos","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"haemulon","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Demersal Fish"
"haemulon album","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Demersal Fish"
"haemulon plumierii","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Demersal Fish"
"haemulon sciurus","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Demersal Fish"
"hyporthodus mystacinus","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"lutjanus analis","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"lutjanus apodus","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"lutjanus campechanus","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"lutjanus griseus","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"lutjanus synagris","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"lutjanus vivanus","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"mycteroperca bonaci","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"mycteroperca venenosa","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"ocyurus chrysurus","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"alepes djedaba","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"bothus pantherinus","Vitamin A","mcg",10,NA,1,NA,NA,NA,"family","Demersal Fish"
"cheimerius nufar","Vitamin A","mcg",17,13.5736358336147,13,3.76464923019795,10.8744570349709,27.2793891188752,"family","Demersal Fish"
"plectorhinchus pictus","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Demersal Fish"
"rhabdosargus haffara","Vitamin A","mcg",17,13.5736358336147,13,3.76464923019795,10.8744570349709,27.2793891188752,"family","Demersal Fish"
"scolopsis taeniata","Vitamin A","mcg",24,5.65685424949238,2,4,0,74.8248189446988,"family","Demersal Fish"
"sparidentex hasta","Vitamin A","mcg",17,13.5736358336147,13,3.76464923019795,10.8744570349709,27.2793891188752,"family","Demersal Fish"
"ablennes hians","Vitamin A","mcg",47,62.2253967444162,2,44,0,606.073008391686,"family","Pelagic Fish"
"nematalosa nasus","Vitamin A","mcg",29,32.0330624895641,28,6.05367979136987,20.6285179242102,45.4707677900756,"family","Pelagic Fish"
"pelates quadrilineatus","Vitamin A","mcg",0,NA,1,NA,NA,NA,"family","Pelagic Fish"
"alloteuthis","Vitamin A","mcg",13,58.8583344681417,11,17.7464555650971,0,70.6933853114591,"family","Cephalopods"
"alloteuthis media","Vitamin A","mcg",13,58.8583344681417,11,17.7464555650971,0,70.6933853114591,"family","Cephalopods"
"alloteuthis subulata","Vitamin A","mcg",13,58.8583344681417,11,17.7464555650971,0,70.6933853114591,"family","Cephalopods"
"illex","Vitamin A","mcg",7,6.57267069006199,6,2.68328157299975,0.102405128549212,13.8975948714508,"family","Cephalopods"
"todaropsis eblanae","Vitamin A","mcg",7,6.57267069006199,6,2.68328157299975,0.102405128549212,13.8975948714508,"family","Cephalopods"
"carcinus aestuarii","Vitamin A","mcg",58,53.1972994242998,17,12.9022402661175,21.9953107233258,76.6983657472624,"family","Crustaceans"
"liocarcinus","Vitamin A","mcg",58,53.1972994242998,17,12.9022402661175,21.9953107233258,76.6983657472624,"family","Crustaceans"
"necora puber","Vitamin A","mcg",58,53.1972994242998,17,12.9022402661175,21.9953107233258,76.6983657472624,"family","Crustaceans"
"palaemon serratus","Vitamin A","mcg",10,14.2176308026698,13,3.94326129804941,3.56221784692586,20.7454744607664,"family","Crustaceans"
"palinurus mauritanicus","Vitamin A","mcg",2.5,2.08166599946613,4,1.04083299973307,0,5.81239513441786,"family","Crustaceans"
"plesionika heterocarpus","Vitamin A","mcg",3,NA,1,NA,NA,NA,"family","Crustaceans"
"plesionika martia","Vitamin A","mcg",3,NA,1,NA,NA,NA,"family","Crustaceans"
"palaemon longirostris","Vitamin A","mcg",10,14.2176308026698,13,3.94326129804941,3.56221784692586,20.7454744607664,"family","Crustaceans"
"aphia minuta","Vitamin A","mcg",7,9.07377172587747,3,5.23874454850057,0,30.8738318653994,"family","Demersal Fish"
"lepidorhombus whiffiagonis","Vitamin A","mcg",6,4.78713553878169,4,2.39356776939085,0,13.3674009041441,"family","Demersal Fish"
"sciaena umbra","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"umbrina cirrosa","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"plectorhinchus mediterraneus","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Demersal Fish"
"sphoeroides marmoratus","Vitamin A","mcg",5,2.82842712474619,2,2,0,30.4124094723494,"family","Demersal Fish"
"arnoglossus imperialis","Vitamin A","mcg",10,NA,1,NA,NA,NA,"family","Demersal Fish"
"arnoglossus kessleri","Vitamin A","mcg",10,NA,1,NA,NA,NA,"family","Demersal Fish"
"arnoglossus thori","Vitamin A","mcg",10,NA,1,NA,NA,NA,"family","Demersal Fish"
"bathysolea profundicola","Vitamin A","mcg",5.5,0.577350269189626,4,0.288675134594813,4.58130688448146,6.41869311551854,"family","Demersal Fish"
"bothus podas","Vitamin A","mcg",10,NA,1,NA,NA,NA,"family","Demersal Fish"
"caranx hippos","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"deltentosteus quadrimaculatus","Vitamin A","mcg",7,9.07377172587747,3,5.23874454850057,0,30.8738318653994,"family","Demersal Fish"
"eutrigla gurnardus","Vitamin A","mcg",9,NA,1,NA,NA,NA,"family","Demersal Fish"
"gobius cruentatus","Vitamin A","mcg",7,9.07377172587747,3,5.23874454850057,0,30.8738318653994,"family","Demersal Fish"
"gobius niger","Vitamin A","mcg",7,9.07377172587747,3,5.23874454850057,0,30.8738318653994,"family","Demersal Fish"
"platichthys flesus","Vitamin A","mcg",12,27.6900998893839,24,5.65221797130729,8.42582961124119,31.8108370554255,"family","Demersal Fish"
"pomadasys incisus","Vitamin A","mcg",29,6.92820323027551,3,4,15.7893890810022,50.2106109189978,"family","Demersal Fish"
"schedophilus ovalis","Vitamin A","mcg",97.5,3.53553390593274,2,2.5,65.7344881595633,129.265511840437,"family","Demersal Fish"
"serranus scriba","Vitamin A","mcg",46,16.946582743039,7,6.40520621577999,21.9270250015805,53.2729749984195,"family","Demersal Fish"
"synapturichthys kleinii","Vitamin A","mcg",5.5,0.577350269189626,4,0.288675134594813,4.58130688448146,6.41869311551854,"family","Demersal Fish"
"umbrina ronchus","Vitamin A","mcg",23.5,51.9375693608308,10,16.4241015313201,1.04610107839929,75.3538989216007,"family","Demersal Fish"
"diplodus sargus","Vitamin A","mcg",17,13.5736358336147,13,3.76464923019795,10.8744570349709,27.2793891188752,"family","Demersal Fish"
"alectis alexandrina","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Pelagic Fish"
"aphanopus","Vitamin A","mcg",52,NA,1,NA,NA,NA,"family","Pelagic Fish"
"campogramma glaycos","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Pelagic Fish"
"caranx rhonchus","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Pelagic Fish"
"centracanthus cirrus","Vitamin A","mcg",17,13.5736358336147,13,3.76464923019795,10.8744570349709,27.2793891188752,"family","Pelagic Fish"
"cheilopogon heterurus","Vitamin A","mcg",4,1.4142135623731,2,1,0,16.7062047361747,"family","Pelagic Fish"
"diplodus cervinus cervinus","Vitamin A","mcg",17,13.5736358336147,13,3.76464923019795,10.8744570349709,27.2793891188752,"family","Pelagic Fish"
"pseudaphya ferreri","Vitamin A","mcg",7,9.07377172587747,3,5.23874454850057,0,30.8738318653994,"family","Pelagic Fish"
"stromateus fiatola","Vitamin A","mcg",60,42.4264068711929,2,30,0,441.186142085241,"family","Pelagic Fish"
"trisopterus","Vitamin A","mcg",3,49.5224629916345,63,6.23924387558403,1.2549133318667,26.1990549221016,"family","Pelagic Fish"
"trisopterus minutus","Vitamin A","mcg",3,49.5224629916345,63,6.23924387558403,1.2549133318667,26.1990549221016,"family","Pelagic Fish"
"acanthocardia tuberculata","Vitamin A","mcg",0,0,2,0,0,0,"family","Moluscs; Other"
"arca noae","Vitamin A","mcg",17.5,24.7487373415292,2,17.5,0,239.858582883057,"family","Moluscs; Other"
"cerastoderma glaucum","Vitamin A","mcg",0,0,2,0,0,0,"family","Moluscs; Other"
"parastichopus regalis","Vitamin A","mcg",0,NA,1,NA,NA,NA,"family","Moluscs; Other"
"venus verrucosa","Vitamin A","mcg",44,40.017079686887,6,16.3369043715278,0.837983705356457,84.8286829613102,"family","Moluscs; Other"
"mimachlamys varia","Vitamin A","mcg",8.5,10.5144458450539,8,3.71741797872817,1.83470329419235,19.4152967058077,"family","Moluscs; Other"
"aequipecten opercularis","Vitamin A","mcg",8.5,10.5144458450539,8,3.71741797872817,1.83470329419235,19.4152967058077,"family","Moluscs; Other"
"saccharina latissima","Vitamin A","mcg",6,NA,1,NA,NA,NA,"family","Aquatic Plants"
"caranx ruber","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"etelis oculatus","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"rhomboplites aurorubens","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"buglossidium luteum","Vitamin A","mcg",5.5,0.577350269189626,4,0.288675134594813,4.58130688448146,6.41869311551854,"family","Demersal Fish"
"hippoglossoides platessoides","Vitamin A","mcg",12,27.6900998893839,24,5.65221797130729,8.42582961124119,31.8108370554255,"family","Demersal Fish"
"limanda limanda","Vitamin A","mcg",12,27.6900998893839,24,5.65221797130729,8.42582961124119,31.8108370554255,"family","Demersal Fish"
"gasterosteus aculeatus","Vitamin A","mcg",369,NA,1,NA,NA,NA,"family","Pelagic Fish"
"rutilus rutilus","Vitamin A","mcg",41,NA,1,NA,NA,NA,"family","Pelagic Fish"
"scardinius erythrophthalmus","Vitamin A","mcg",41,NA,1,NA,NA,NA,"family","Pelagic Fish"
"buccinum undatum","Vitamin A","mcg",14,14.1509716980849,4,7.07548584904245,0,36.2673537983723,"family","Moluscs; Other"
"calamus calamus","Vitamin A","mcg",17,13.5736358336147,13,3.76464923019795,10.8744570349709,27.2793891188752,"family","Demersal Fish"
"caranx latus","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"lutjanus jocu","Vitamin A","mcg",32,NA,1,NA,NA,NA,"family","Demersal Fish"
"negaprion brevirostris","Vitamin A","mcg",9,NA,1,NA,NA,NA,"family","Demersal Fish"
"rhizoprionodon porosus","Vitamin A","mcg",9,NA,1,NA,NA,NA,"family","Demersal Fish"
"selene vomer","Vitamin A","mcg",8.5,13.9838804715815,24,2.85444764828707,8.72012514882819,20.5298748511718,"family","Demersal Fish"
"bathygobius soporator","Vitamin A","mcg",7,9.07377172587747,3,5.23874454850057,0,30.8738318653994,"family","Demersal Fish"
