"country","iso3c","year","genus_cat","scientific_name","common_name","production_sector","tonnes"
"Micronesia","FSM",2019,"Demersal Fish","Caesionidae","Fusiliers","Artisanal",0.391816949
"Micronesia","FSM",2019,"Demersal Fish","Calotomus carolinus","Carolines parrotfish","Artisanal",0.133510112
"Micronesia","FSM",2019,"Demersal Fish","Carangoides","Trevallies","Artisanal",0.560072212
"Micronesia","FSM",2019,"Demersal Fish","Caranx","Jacks","Artisanal",0.563624805
"Micronesia","FSM",2019,"Demersal Fish","Caranx ignobilis","Giant trevally","Artisanal",0.526858888
"Micronesia","FSM",2019,"Demersal Fish","Caranx melampygus","Bluefin trevally","Artisanal",0.767535734
"Micronesia","FSM",2019,"Demersal Fish","Caranx papuensis","Brassy trevally","Artisanal",0.057090572
"Micronesia","FSM",2019,"Demersal Fish","Caranx sexfasciatus","Bigeye trevally","Artisanal",1.426531198
"Micronesia","FSM",2019,"Demersal Fish","Cephalopholis argus","Peacock hind","Artisanal",1.472614516
"Micronesia","FSM",2019,"Demersal Fish","Cephalopholis boenak","Chocolate hind","Artisanal",0.010431138
"Micronesia","FSM",2019,"Demersal Fish","Cephalopholis miniata","Coral hind","Artisanal",0.045863191
"Micronesia","FSM",2019,"Demersal Fish","Cephalopholis sexmaculata","Sixblotch hind","Artisanal",5.687e-05
"Micronesia","FSM",2019,"Demersal Fish","Cephalopholis sonnerati","Tomato hind","Artisanal",0.005326885
"Micronesia","FSM",2019,"Demersal Fish","Cephalopholis urodeta","Darkfin hind","Artisanal",0.000493036
"Micronesia","FSM",2019,"Demersal Fish","Chaetodontidae","Butterflyfishes","Artisanal",9.789967074
"Micronesia","FSM",2019,"Demersal Fish","Cheilinus","Wrasses","Artisanal",0.018824875
"Micronesia","FSM",2019,"Demersal Fish","Cheilinus trilobatus","Tripletail wrasse","Artisanal",0.122013564
"Micronesia","FSM",2019,"Demersal Fish","Cheilinus undulatus","Humphead wrasse","Artisanal",1.517497156
"Micronesia","FSM",2019,"Demersal Fish","Chlorurus microrhinos","Steephead parrotfish","Artisanal",18.5898053
"Micronesia","FSM",2019,"Demersal Fish","Chlorurus sordidus","Daisy parrotfish","Artisanal",0.000597219
"Micronesia","FSM",2019,"Demersal Fish","Ctenochaetus striatus","Striated surgeonfish","Artisanal",0.012115565
"Micronesia","FSM",2019,"Demersal Fish","Ellochelon vaigiensis","Squaretail mullet","Artisanal",8.079081858
"Micronesia","FSM",2019,"Demersal Fish","Epinephelus","Seabasses, hinds","Artisanal",5.096476678
"Micronesia","FSM",2019,"Demersal Fish","Epinephelus coeruleopunctatus","Whitespotted grouper","Artisanal",1.704908299
"Micronesia","FSM",2019,"Demersal Fish","Epinephelus fuscoguttatus","Brown-marbled grouper","Artisanal",3.614513889
"Micronesia","FSM",2019,"Demersal Fish","Epinephelus maculatus","Highfin grouper","Artisanal",0.956233843
"Micronesia","FSM",2019,"Demersal Fish","Epinephelus polyphekadion","Camouflage grouper","Artisanal",23.51455244
"Micronesia","FSM",2019,"Demersal Fish","Epinephelus tauvina","Greasy grouper","Artisanal",0.313958143
"Micronesia","FSM",2019,"Demersal Fish","Gnathanodon speciosus","Golden trevally","Artisanal",0.000199076
"Micronesia","FSM",2019,"Demersal Fish","Gnathodentex aureolineatus","Striped large-eye bream","Artisanal",0.157639964
"Micronesia","FSM",2019,"Demersal Fish","Gymnocranius","Largeeye breams","Artisanal",1.199990485
"Micronesia","FSM",2019,"Demersal Fish","Gymnocranius euanus","Japanese large-eye bream","Artisanal",2.8483e-05
"Micronesia","FSM",2019,"Demersal Fish","Hipposcarus longiceps","Pacific longnose parrotfish","Artisanal",32.50582951
"Micronesia","FSM",2019,"Demersal Fish","Kyphosus cinerascens","Blue sea chub","Artisanal",7.955649551
"Micronesia","FSM",2019,"Demersal Fish","Kyphosus vaigiensis","Brassy chub","Artisanal",12.68663287
"Micronesia","FSM",2019,"Demersal Fish","Labridae","Wrasses, gropers, tuskfishes","Artisanal",0.007246772
"Micronesia","FSM",2019,"Demersal Fish","Lethrinus","Emperors","Artisanal",8.458871629
"Micronesia","FSM",2019,"Demersal Fish","Lethrinus amboinensis","Ambon emperor","Artisanal",10.445316616
"Micronesia","FSM",2019,"Demersal Fish","Lethrinus atkinsoni","Pacific yellowtail emperor","Artisanal",0.463542844
"Micronesia","FSM",2019,"Demersal Fish","Lethrinus harak","Thumbprint emperor","Artisanal",0.241252213
"Micronesia","FSM",2019,"Demersal Fish","Lethrinus lentjan","Pink ear emperor","Artisanal",0.826406234
"Micronesia","FSM",2019,"Demersal Fish","Lethrinus obsoletus","Orange-striped emperor","Artisanal",2.649551737
"Micronesia","FSM",2019,"Demersal Fish","Lethrinus olivaceus","Longface emperor","Artisanal",5.298923427
"Micronesia","FSM",2019,"Demersal Fish","Lethrinus rubrioperculatus","Spotcheek emperor","Artisanal",0.197882307
"Micronesia","FSM",2019,"Demersal Fish","Lethrinus xanthochilus","Yellowlip emperor","Artisanal",1.660371284
"Micronesia","FSM",2019,"Demersal Fish","Lutjanidae","Snappers","Artisanal",8.535e-05
"Micronesia","FSM",2019,"Demersal Fish","Lutjanus","Snappers","Artisanal",3.927952117
"Micronesia","FSM",2019,"Demersal Fish","Lutjanus argentimaculatus","Mangrove red snapper","Artisanal",0.32682394
"Micronesia","FSM",2019,"Demersal Fish","Lutjanus bohar","Two-spot red snapper","Artisanal",5.242745103
"Micronesia","FSM",2019,"Demersal Fish","Lutjanus fulvus","Blacktail snapper","Artisanal",0.156642753
"Micronesia","FSM",2019,"Demersal Fish","Lutjanus gibbus","Humpback red snapper","Artisanal",17.63650797
"Micronesia","FSM",2019,"Demersal Fish","Lutjanus kasmira","Common bluestripe snapper","Artisanal",0.015138243
"Micronesia","FSM",2019,"Demersal Fish","Lutjanus monostigma","One-spot snapper","Artisanal",1.363090384
"Micronesia","FSM",2019,"Demersal Fish","Lutjanus russellii","Russell's snapper","Artisanal",0.000568861
"Micronesia","FSM",2019,"Demersal Fish","Macolor macularis","Midnight snapper","Artisanal",2.626868107
"Micronesia","FSM",2019,"Demersal Fish","Macolor niger","Black and white snapper","Artisanal",0.220222762
"Micronesia","FSM",2019,"Demersal Fish","Monacanthidae","Filefishes","Artisanal",0.606283164
"Micronesia","FSM",2019,"Demersal Fish","Monotaxis grandoculis","Humpnose big-eye bream","Artisanal",13.9253773
"Micronesia","FSM",2019,"Demersal Fish","Mugil","Grey mullets","Artisanal",0.000910065
"Micronesia","FSM",2019,"Demersal Fish","Mulloidichthys flavolineatus","Yellowstripe goatfish","Artisanal",1.023720626
"Micronesia","FSM",2019,"Demersal Fish","Mulloidichthys vanicolensis","Yellowfin goatfish","Artisanal",0.229852336
"Micronesia","FSM",2019,"Demersal Fish","Myripristis","Soldierfishes","Artisanal",2.074307493
"Micronesia","FSM",2019,"Demersal Fish","Myripristis adusta","Shadowfin soldierfish","Artisanal",1.710048069
"Micronesia","FSM",2019,"Demersal Fish","Myripristis amaena","Brick soldierfish","Artisanal",0.002815554
"Micronesia","FSM",2019,"Demersal Fish","Myripristis chryseres","Yellowfin soldierfish","Artisanal",2.8483e-05
"Micronesia","FSM",2019,"Demersal Fish","Myripristis kuntee","Shoulderbar soldierfish","Artisanal",0.000853241
"Micronesia","FSM",2019,"Demersal Fish","Myripristis violacea","Lattice soldierfish","Artisanal",0.002900813
"Micronesia","FSM",2019,"Demersal Fish","Myripristis vittata","Whitetip soldierfish","Artisanal",2.8483e-05
"Micronesia","FSM",2019,"Demersal Fish","Myripristis woodsi","Whitespot soldierfish","Artisanal",0.001905489
"Micronesia","FSM",2019,"Demersal Fish","Naso","Unicornfishes","Artisanal",0.058267321
"Micronesia","FSM",2019,"Demersal Fish","Naso annulatus","Whitemargin unicornfish","Artisanal",0.053110759
"Micronesia","FSM",2019,"Demersal Fish","Naso brevirostris","Spotted unicornfish","Artisanal",0.192063796
"Micronesia","FSM",2019,"Demersal Fish","Naso caesius","Gray unicornfish","Artisanal",0.00459637
"Micronesia","FSM",2019,"Demersal Fish","Naso hexacanthus","Sleek unicornfish","Artisanal",1.638619411
"Micronesia","FSM",2019,"Demersal Fish","Naso lituratus","Orangespine unicornfish","Artisanal",33.44219799
"Micronesia","FSM",2019,"Demersal Fish","Naso unicornis","Bluespine unicornfish","Artisanal",18.2785137
"Micronesia","FSM",2019,"Demersal Fish","Naso vlamingii","Bignose unicornfish","Artisanal",0.235221426
"Micronesia","FSM",2019,"Demersal Fish","Parupeneus","Parupeneid goatfishes","Artisanal",0.866682659
"Micronesia","FSM",2019,"Demersal Fish","Parupeneus barberinus","Dash-and-dot goatfish","Artisanal",7.461039779
"Micronesia","FSM",2019,"Demersal Fish","Parupeneus cyclostomus","Gold-saddle goatfish","Artisanal",0.984714422
"Micronesia","FSM",2019,"Demersal Fish","Parupeneus indicus","Indian goatfish","Artisanal",0.000824683
"Micronesia","FSM",2019,"Demersal Fish","Pempheridae","Sweepers","Artisanal",6.08264014
"Micronesia","FSM",2019,"Demersal Fish","Platax","Spadefishes","Artisanal",2.591465073
"Micronesia","FSM",2019,"Demersal Fish","Plectorhinchus","Sweetlips","Artisanal",0.399327572
"Micronesia","FSM",2019,"Demersal Fish","Plectorhinchus gibbosus","Harry hotlips","Artisanal",0.07246937
"Micronesia","FSM",2019,"Demersal Fish","Plectropomus areolatus","Squaretail coralgrouper","Artisanal",63.05521356
"Micronesia","FSM",2019,"Demersal Fish","Plectropomus laevis","Blacksaddled coralgrouper","Artisanal",0.730423566
"Micronesia","FSM",2019,"Demersal Fish","Plectropomus leopardus","Leopard coralgrouper","Artisanal",1.579025363
"Micronesia","FSM",2019,"Demersal Fish","Polydactylus sexfilis","Sixfinger threadfin","Artisanal",0.022001238
"Micronesia","FSM",2019,"Demersal Fish","Pomacanthidae","Angelfishes","Artisanal",2.202997734
"Micronesia","FSM",2019,"Demersal Fish","Pterocaesio tile","Dark-banded fusilier","Artisanal",2.8483e-05
"Micronesia","FSM",2019,"Demersal Fish","Sargocentron","Squirrelfishes","Artisanal",0.928259294
"Micronesia","FSM",2019,"Demersal Fish","Sargocentron spiniferum","Sabre squirrelfish","Artisanal",3.741009934
"Micronesia","FSM",2019,"Demersal Fish","Scaridae","Parrotfishes","Artisanal",18.621133061
"Micronesia","FSM",2019,"Demersal Fish","Scarus","Parrots","Artisanal",24.821100745
"Micronesia","FSM",2019,"Demersal Fish","Scarus dimidiatus","Yellowbarred parrotfish","Artisanal",0.744315861
"Micronesia","FSM",2019,"Demersal Fish","Scarus ghobban","Blue-barred parrotfish","Artisanal",0.270278448
"Micronesia","FSM",2019,"Demersal Fish","Scarus oviceps","Darkcapped parrotfish","Artisanal",4.307677828
"Micronesia","FSM",2019,"Demersal Fish","Scarus psittacus","Common parrotfish","Artisanal",1.216810112
"Micronesia","FSM",2019,"Demersal Fish","Scarus rubroviolaceus","Ember parrotfish","Artisanal",8.242234567
"Micronesia","FSM",2019,"Demersal Fish","Scomberoides lysan","Doublespotted queenfish","Artisanal",5.687e-05
"Micronesia","FSM",2019,"Demersal Fish","Serranidae","Basses, groupers, hinds","Artisanal",11.216626838
"Micronesia","FSM",2019,"Demersal Fish","Siganus","Spinefoots","Artisanal",27.430957719
"Micronesia","FSM",2019,"Demersal Fish","Siganus spinus","Little spinefoot","Artisanal",0.010252111
"Micronesia","FSM",2019,"Demersal Fish","Sphyraena forsteri","Bigeye barracuda","Artisanal",0.591582955
"Micronesia","FSM",2019,"Demersal Fish","Sphyraena obtusata","Obtuse barracuda","Artisanal",5.687e-05
"Micronesia","FSM",2019,"Demersal Fish","Variola albimarginata","White-edged lyretail","Artisanal",0.000182304
"Micronesia","FSM",2019,"Demersal Fish","Variola louti","Yellow-edged lyretail","Artisanal",2.472133541
"Micronesia","FSM",2019,"Marine fish; Other","Marine fishes not identified","Marine fishes nei","Artisanal",3.616881676
"Micronesia","FSM",2019,"Pelagic Fish","Alectis ciliaris","African pompano","Artisanal",2.8483e-05
"Micronesia","FSM",2019,"Pelagic Fish","Carangoides orthogrammus","Island trevally","Artisanal",0.084637113
"Micronesia","FSM",2019,"Pelagic Fish","Caranx lugubris","Black jack","Artisanal",0.000796325
"Micronesia","FSM",2019,"Pelagic Fish","Chanos chanos","Milkfish","Artisanal",8.535e-05
"Micronesia","FSM",2019,"Pelagic Fish","Elagatis bipinnulata","Rainbow runner","Artisanal",0.072346756
"Micronesia","FSM",2019,"Pelagic Fish","Exocoetidae","Flyingfishes","Artisanal",5.687e-05
"Micronesia","FSM",2019,"Pelagic Fish","Exocoetus volitans","Tropical two-wing flyingfish","Artisanal",0.000811828
"Micronesia","FSM",2019,"Pelagic Fish","Katsuwonus pelamis","Skipjack tuna","Artisanal",0.000227494
"Micronesia","FSM",2019,"Pelagic Fish","Megalops cyprinoides","Indo-Pacific tarpon","Artisanal",5.687e-05
"Micronesia","FSM",2019,"Pelagic Fish","Rastrelliger kanagurta","Indian mackerel","Artisanal",0.820027173
"Micronesia","FSM",2019,"Pelagic Fish","Selar crumenophthalmus","Bigeye scad","Artisanal",0.024998401
"Micronesia","FSM",2019,"Pelagic Fish","Seriola lalandi","Yellowtail amberjack","Artisanal",8.535e-05
"Micronesia","FSM",2019,"Pelagic Fish","Uraspis helvola","Whitetongue jack","Artisanal",0.000369755
"Montenegro","MNE",2019,"Cephalopods","Cephalopoda","Squids, cuttlefishes, octopuses","Artisanal",1.14109206
"Montenegro","MNE",2019,"Cephalopods","Cephalopoda","Squids, cuttlefishes, octopuses","Industrial",11.98458136
"Montenegro","MNE",2019,"Cephalopods","Eledone","Horned, musky octopuses","Artisanal",0.146759134
"Montenegro","MNE",2019,"Cephalopods","Eledone","Horned, musky octopuses","Industrial",3.849240866
"Montenegro","MNE",2019,"Cephalopods","Loliginidae","Common pencil squids","Artisanal",0.476967185
"Montenegro","MNE",2019,"Cephalopods","Loliginidae","Common pencil squids","Industrial",12.51003281
"Montenegro","MNE",2019,"Cephalopods","Octopus vulgaris","Common octopus","Artisanal",0.513656969
"Montenegro","MNE",2019,"Cephalopods","Octopus vulgaris","Common octopus","Industrial",13.47234303
"Montenegro","MNE",2019,"Crustaceans","Homarus gammarus","European lobster","Artisanal",0.023451752
"Montenegro","MNE",2019,"Crustaceans","Homarus gammarus","European lobster","Industrial",0.669110818
"Montenegro","MNE",2019,"Crustaceans","Maja squinado","Spinous spider crab","Artisanal",0.009380701
"Montenegro","MNE",2019,"Crustaceans","Maja squinado","Spinous spider crab","Industrial",0.267644328
"Montenegro","MNE",2019,"Crustaceans","Malacostraca","Lobsters, crabs, shrimps, krill","Artisanal",0.297126923
"Montenegro","MNE",2019,"Crustaceans","Malacostraca","Lobsters, crabs, shrimps, krill","Industrial",4.203600909
"Montenegro","MNE",2019,"Crustaceans","Nephrops norvegicus","Norway lobster","Artisanal",0.061683017
"Montenegro","MNE",2019,"Crustaceans","Nephrops norvegicus","Norway lobster","Industrial",1.012236733
"Montenegro","MNE",2019,"Crustaceans","Palinurus elephas","Common spiny lobster","Artisanal",0.004267509
"Montenegro","MNE",2019,"Crustaceans","Palinurus elephas","Common spiny lobster","Industrial",0.016372405
"Montenegro","MNE",2019,"Crustaceans","Parapenaeus longirostris","Deepwater rose shrimp","Artisanal",11.21935398
"Montenegro","MNE",2019,"Crustaceans","Parapenaeus longirostris","Deepwater rose shrimp","Industrial",32.73664602
"Montenegro","MNE",2019,"Demersal Fish","Anguilla anguilla","European eel","Artisanal",0.025960685
"Montenegro","MNE",2019,"Demersal Fish","Anguilla anguilla","European eel","Industrial",0.888215371
"Montenegro","MNE",2019,"Demersal Fish","Boops boops","Bogue","Artisanal",1.818076664
"Montenegro","MNE",2019,"Demersal Fish","Boops boops","Bogue","Industrial",40.16277214
"Montenegro","MNE",2019,"Demersal Fish","Conger conger","European conger","Artisanal",0.242915102
"Montenegro","MNE",2019,"Demersal Fish","Conger conger","European conger","Industrial",5.050101178
"Montenegro","MNE",2019,"Demersal Fish","Eutrigla gurnardus","Grey gurnard","Artisanal",0.254985317
"Montenegro","MNE",2019,"Demersal Fish","Eutrigla gurnardus","Grey gurnard","Industrial",0.744014683
"Montenegro","MNE",2019,"Demersal Fish","Lophius","Frogfishes","Artisanal",4.334750398
"Montenegro","MNE",2019,"Demersal Fish","Lophius","Frogfishes","Industrial",12.6482496
"Montenegro","MNE",2019,"Demersal Fish","Mugilidae","Mullets, grey mullets","Artisanal",0.010240516
"Montenegro","MNE",2019,"Demersal Fish","Mugilidae","Mullets, grey mullets","Industrial",0.032740548
"Montenegro","MNE",2019,"Demersal Fish","Mullidae","Goatfishes","Artisanal",1.540970908
"Montenegro","MNE",2019,"Demersal Fish","Mullidae","Goatfishes","Industrial",40.41702909
"Montenegro","MNE",2019,"Demersal Fish","Mullus barbatus barbatus","Red mullet","Artisanal",0.199992144
"Montenegro","MNE",2019,"Demersal Fish","Mullus barbatus barbatus","Red mullet","Industrial",0.767274833
"Montenegro","MNE",2019,"Demersal Fish","Mullus surmuletus","Surmullet","Artisanal",0.005555337
"Montenegro","MNE",2019,"Demersal Fish","Mullus surmuletus","Surmullet","Industrial",0.021313189
"Montenegro","MNE",2019,"Demersal Fish","Myliobatidae","Eagle/manta rays","Artisanal",0.036689783
"Montenegro","MNE",2019,"Demersal Fish","Myliobatidae","Eagle/manta rays","Industrial",0.962310217
"Montenegro","MNE",2019,"Demersal Fish","Myliobatis aquila","Common eagle ray","Artisanal",0.036689783
"Montenegro","MNE",2019,"Demersal Fish","Myliobatis aquila","Common eagle ray","Industrial",0.962310217
"Montenegro","MNE",2019,"Demersal Fish","Pleuronectiformes","Flatfishes","Artisanal",7.277210169
"Montenegro","MNE",2019,"Demersal Fish","Pleuronectiformes","Flatfishes","Industrial",16.07490582
"Montenegro","MNE",2019,"Demersal Fish","Raja asterias","Mediterranean starry ray","Artisanal",2.549853175
"Montenegro","MNE",2019,"Demersal Fish","Raja asterias","Mediterranean starry ray","Industrial",7.440146825
"Montenegro","MNE",2019,"Demersal Fish","Raja clavata","Thornback ray","Artisanal",0.509970635
"Montenegro","MNE",2019,"Demersal Fish","Raja clavata","Thornback ray","Industrial",1.488029365
"Montenegro","MNE",2019,"Demersal Fish","Scorpaena scrofa","Red scorpionfish","Artisanal",0.007322945
"Montenegro","MNE",2019,"Demersal Fish","Scorpaena scrofa","Red scorpionfish","Industrial",0.028094659
"Montenegro","MNE",2019,"Demersal Fish","Scorpaenidae","Scorpionfishes, rockfishes","Artisanal",0.150077998
"Montenegro","MNE",2019,"Demersal Fish","Scorpaenidae","Scorpionfishes, rockfishes","Industrial",4.281932177
"Montenegro","MNE",2019,"Demersal Fish","Seriola dumerili","Greater amberjack","Artisanal",0.518193004
"Montenegro","MNE",2019,"Demersal Fish","Seriola dumerili","Greater amberjack","Industrial",9.769823275
"Montenegro","MNE",2019,"Demersal Fish","Serranidae","Basses, groupers, hinds","Artisanal",0.05831127
"Montenegro","MNE",2019,"Demersal Fish","Serranidae","Basses, groupers, hinds","Industrial",1.663700939
"Montenegro","MNE",2019,"Demersal Fish","Soleidae","Soles","Artisanal",0.059846134
"Montenegro","MNE",2019,"Demersal Fish","Soleidae","Soles","Industrial",0.229601181
"Montenegro","MNE",2019,"Demersal Fish","Sparus aurata","Gilthead seabream","Artisanal",0.727205057
"Montenegro","MNE",2019,"Demersal Fish","Sparus aurata","Gilthead seabream","Industrial",12.59888936
"Montenegro","MNE",2019,"Demersal Fish","Spicara","Picarels","Artisanal",0.001899646
"Montenegro","MNE",2019,"Demersal Fish","Spicara","Picarels","Industrial",0.024908195
"Montenegro","MNE",2019,"Marine fish; Other","Marine fishes not identified","Marine fishes nei","Artisanal",8.818239537
"Montenegro","MNE",2019,"Marine fish; Other","Marine fishes not identified","Marine fishes nei","Industrial",108.72840471
"Montenegro","MNE",2019,"Moluscs; Other","Mollusca","Clams, seasnails, squids, octopuses","Artisanal",0.256828484
"Montenegro","MNE",2019,"Moluscs; Other","Mollusca","Clams, seasnails, squids, octopuses","Industrial",6.736171516
"Montenegro","MNE",2019,"Moluscs; Other","Ostrea edulis","European flat oyster","Artisanal",0.465890228
"Montenegro","MNE",2019,"Moluscs; Other","Ostrea edulis","European flat oyster","Industrial",7.635503849
"Montenegro","MNE",2019,"Pelagic Fish","Atherinidae","Silversides","Artisanal",0.272119261
"Montenegro","MNE",2019,"Pelagic Fish","Atherinidae","Silversides","Industrial",7.763937715
"Montenegro","MNE",2019,"Pelagic Fish","Auxis","Bullet and frigate tunas","Artisanal",0.087466906
"Montenegro","MNE",2019,"Pelagic Fish","Auxis","Bullet and frigate tunas","Industrial",2.495551409
"Montenegro","MNE",2019,"Pelagic Fish","Auxis rochei","Bullet tuna","Artisanal",0.001944368
"Montenegro","MNE",2019,"Pelagic Fish","Auxis rochei","Bullet tuna","Industrial",0.007459617
"Montenegro","MNE",2019,"Pelagic Fish","Belone belone","Garfish","Artisanal",0.022229279
"Montenegro","MNE",2019,"Pelagic Fish","Belone belone","Garfish","Industrial",0.560417257
"Montenegro","MNE",2019,"Pelagic Fish","Chondrichthyes","Sharks, rays, chimaeras","Artisanal",0.254985317
"Montenegro","MNE",2019,"Pelagic Fish","Chondrichthyes","Sharks, rays, chimaeras","Industrial",0.744014683
"Montenegro","MNE",2019,"Pelagic Fish","Dentex dentex","Common dentex","Artisanal",0.146759134
"Montenegro","MNE",2019,"Pelagic Fish","Dentex dentex","Common dentex","Industrial",3.849240866
"Montenegro","MNE",2019,"Pelagic Fish","Engraulis encrasicolus","European anchovy","Artisanal",43.01479551
"Montenegro","MNE",2019,"Pelagic Fish","Engraulis encrasicolus","European anchovy","Industrial",138.9164475
"Montenegro","MNE",2019,"Pelagic Fish","Euthynnus alletteratus","Little tunny","Artisanal",0.166448161
"Montenegro","MNE",2019,"Pelagic Fish","Mugil cephalus","Flathead grey mullet","Artisanal",0.917244587
"Montenegro","MNE",2019,"Pelagic Fish","Mugil cephalus","Flathead grey mullet","Industrial",24.05775541
"Montenegro","MNE",2019,"Pelagic Fish","Mustelus","Smoothhounds","Artisanal",0.11006935
"Montenegro","MNE",2019,"Pelagic Fish","Mustelus","Smoothhounds","Industrial",2.88693065
"Montenegro","MNE",2019,"Pelagic Fish","Oblada melanura","Saddled seabream","Artisanal",0.066538092
"Montenegro","MNE",2019,"Pelagic Fish","Oblada melanura","Saddled seabream","Industrial",1.27155632
"Montenegro","MNE",2019,"Pelagic Fish","Pagellus erythrinus","Common pandora","Artisanal",3.314809128
"Montenegro","MNE",2019,"Pelagic Fish","Pagellus erythrinus","Common pandora","Industrial",9.672190872
"Montenegro","MNE",2019,"Pelagic Fish","Pagrus pagrus","Red porgy","Artisanal",0.509970635
"Montenegro","MNE",2019,"Pelagic Fish","Pagrus pagrus","Red porgy","Industrial",1.488029365
"Montenegro","MNE",2019,"Pelagic Fish","Sarda sarda","Atlantic bonito","Artisanal",1.332408634
"Montenegro","MNE",2019,"Pelagic Fish","Sarda sarda","Atlantic bonito","Industrial",24.30284066
"Montenegro","MNE",2019,"Pelagic Fish","Sardina pilchardus","European pilchard","Artisanal",66.5240854
"Montenegro","MNE",2019,"Pelagic Fish","Sardina pilchardus","European pilchard","Industrial",236.2815373
"Montenegro","MNE",2019,"Pelagic Fish","Sardinella aurita","Round sardinella","Artisanal",1.473623486
"Montenegro","MNE",2019,"Pelagic Fish","Sardinella aurita","Round sardinella","Industrial",28.25343146
"Montenegro","MNE",2019,"Pelagic Fish","Sarpa salpa","Salema","Artisanal",0.036689783
"Montenegro","MNE",2019,"Pelagic Fish","Sarpa salpa","Salema","Industrial",0.962310217
"Montenegro","MNE",2019,"Pelagic Fish","Scomber scombrus","Atlantic mackerel","Artisanal",0.299734912
"Montenegro","MNE",2019,"Pelagic Fish","Scomber scombrus","Atlantic mackerel","Industrial",7.694275293
"Montenegro","MNE",2019,"Pelagic Fish","Scyliorhinidae","Cat/swellsharks","Artisanal",0.036689783
"Montenegro","MNE",2019,"Pelagic Fish","Scyliorhinidae","Cat/swellsharks","Industrial",0.962310217
"Montenegro","MNE",2019,"Pelagic Fish","Sparidae","Porgies, seabreams","Artisanal",1.274926587
"Montenegro","MNE",2019,"Pelagic Fish","Sparidae","Porgies, seabreams","Industrial",3.720073413
"Montenegro","MNE",2019,"Pelagic Fish","Sphyraena","Barracudas, sennets","Artisanal",0.764955952
"Montenegro","MNE",2019,"Pelagic Fish","Sphyraena","Barracudas, sennets","Industrial",2.232044048
"Montenegro","MNE",2019,"Pelagic Fish","Spondyliosoma cantharus","Black seabream","Artisanal",0.03887418
"Montenegro","MNE",2019,"Pelagic Fish","Spondyliosoma cantharus","Black seabream","Industrial",1.109133959
"Montenegro","MNE",2019,"Pelagic Fish","Sprattus sprattus","European sprat","Artisanal",0.299932603
"Montenegro","MNE",2019,"Pelagic Fish","Sprattus sprattus","European sprat","Industrial",5.370067396
"Montenegro","MNE",2019,"Pelagic Fish","Thunnus thynnus","Atlantic bluefin tuna","Artisanal",0.14610288
"Montenegro","MNE",2019,"Pelagic Fish","Trachurus","Jacks, horse mackerels","Artisanal",0.100829373
"Montenegro","MNE",2019,"Pelagic Fish","Trachurus","Jacks, horse mackerels","Industrial",0.386834394
"Montenegro","MNE",2019,"Pelagic Fish","Trachurus trachurus","Atlantic horse mackerel","Artisanal",2.164697227
"Montenegro","MNE",2019,"Pelagic Fish","Trachurus trachurus","Atlantic horse mackerel","Industrial",56.77630277
"Montenegro","MNE",2019,"Pelagic Fish","Zeus faber","John dory","Artisanal",1.784897223
"Montenegro","MNE",2019,"Pelagic Fish","Zeus faber","John dory","Industrial",5.208102777
"Montserrat (UK)","MSR",2019,"Crustaceans","Panulirus","Spiny lobsters","Artisanal",0.000100083
"Montserrat (UK)","MSR",2019,"Crustaceans","Panulirus argus","Caribbean spiny lobster","Artisanal",0.242569464
"Montserrat (UK)","MSR",2019,"Crustaceans","Portunidae","Swimming crabs","Artisanal",0.001712129
"Montserrat (UK)","MSR",2019,"Crustaceans","Scyllaridae","Slipper lobsters","Artisanal",0.001241066
"Montserrat (UK)","MSR",2019,"Demersal Fish","Acanthurus","Surgeonfishes","Artisanal",1.597962945
"Montserrat (UK)","MSR",2019,"Demersal Fish","Albula vulpes","Bonefish","Artisanal",0.013440384
"Montserrat (UK)","MSR",2019,"Demersal Fish","Archosargus rhomboidalis","Western Atlantic seabream","Artisanal",0.538795847
"Montserrat (UK)","MSR",2019,"Demersal Fish","Balistidae","Triggerfishes","Artisanal",0.994981464
"Montserrat (UK)","MSR",2019,"Demersal Fish","Calamus","Porgies","Artisanal",0.00103701
"Montserrat (UK)","MSR",2019,"Demersal Fish","Calamus bajonado","Jolthead porgy","Artisanal",0.000892511
"Montserrat (UK)","MSR",2019,"Demersal Fish","Cantherhines","Mideye spined filefishes","Artisanal",0.103017321
"Montserrat (UK)","MSR",2019,"Demersal Fish","Canthidermis sufflamen","Ocean triggerfish","Artisanal",0.074856631
"Montserrat (UK)","MSR",2019,"Demersal Fish","Caranx","Jacks","Artisanal",0.612521691
"Montserrat (UK)","MSR",2019,"Demersal Fish","Caranx crysos","Blue runner","Artisanal",0.10960494
"Montserrat (UK)","MSR",2019,"Demersal Fish","Caranx hippos","Crevalle jack","Artisanal",0.10924986
"Montserrat (UK)","MSR",2019,"Demersal Fish","Caranx latus","Horse-eye jack","Artisanal",0.029205493
"Montserrat (UK)","MSR",2019,"Demersal Fish","Caranx ruber","Bar jack","Artisanal",0.002899749
"Montserrat (UK)","MSR",2019,"Demersal Fish","Cephalopholis cruentata","Graysby","Artisanal",0.033361972
"Montserrat (UK)","MSR",2019,"Demersal Fish","Cephalopholis fulva","Coney","Artisanal",0.651305288
"Montserrat (UK)","MSR",2019,"Demersal Fish","Chaetodontidae","Butterflyfishes","Artisanal",0.000800101
